년도,기준년월,"수출입구분:수입-I, 수출-E",AGCODE,HSCODE,국가코드,당월중량(kg),당월금액($),누계중량(kg),누계금액($)
2018,201811,E,121445300,2001909060,TH,576.47,29,576.47,29
2018,201811,E,121445300,2001909060,US,872.0,3974,10228.36,50525
2018,201811,E,121610102,709609000,CA,50.0,1463,240.0,2664
2018,201811,E,121610102,709609000,CN,0.0,0,1080.0,2624
2018,201811,E,121610102,709609000,GB,70.0,351,803.0,4711
2018,201811,E,121610102,709609000,GU,10.0,56,186.0,1507
2018,201811,E,121610102,709609000,HK,37.6,258,564.22,3262
2018,201811,E,121610102,709609000,JP,14073.0,92554,208227.3,1262134
2018,201811,E,121610102,709609000,MN,10.0,48,253.2,1531
2018,201811,E,121610102,709609000,MP,156.0,970,1101.0,10226
2018,201811,E,121610102,709609000,MY,0.0,0,20.0,231
2018,201811,E,121610102,709609000,NL,0.0,0,42.0,32
2018,201811,E,121610102,709609000,RU,0.0,0,80.0,516
2018,201811,E,121610102,709609000,SG,1093.8,8037,6806.07,49401
2018,201811,E,121610102,709609000,TW,0.0,0,0.6,9
2018,201811,E,121610102,709609000,US,545.2,7230,1071.7,13688
2018,201811,E,121610102,709609000,VN,0.0,0,6.25,41
2018,201811,E,121610121,904210000,CN,0.0,0,85.0,2944
2018,201811,E,121610121,904210000,HK,0.0,0,30.0,1019
2018,201811,E,121610121,904210000,MM,0.0,0,4.5,161
2018,201811,E,121610121,904210000,RU,0.0,0,12.0,480
2018,201811,E,121610121,904210000,SG,0.0,0,4.1,103
2018,201811,E,121610121,904210000,TH,0.0,0,1.6,459
2018,201811,E,121610121,904210000,US,220.0,3632,220.0,3632
2018,201811,E,121610123,904220000,AE,8900.0,33806,15240.0,62038
2018,201811,E,121610123,904220000,AO,1.38,133,81.38,5151
2018,201811,E,121610123,904220000,AT,0.0,0,19100.0,91521
2018,201811,E,121610123,904220000,AU,9067.4,46145,94383.78,489336
2018,201811,E,121610123,904220000,BD,1000.0,4700,2900.0,13630
2018,201811,E,121610123,904220000,BH,0.0,0,408.6,2416
2018,201811,E,121610123,904220000,BN,100.0,428,420.0,1838
2018,201811,E,121610123,904220000,BR,0.0,0,2950.0,13518
2018,201811,E,121610123,904220000,CA,19260.4,111057,164693.08,838457
2018,201811,E,121610123,904220000,CH,0.0,0,2720.0,12847
2018,201811,E,121610123,904220000,CI,0.0,0,10.0,151
2018,201811,E,121610123,904220000,CL,304.3,1461,3207.16,15249
2018,201811,E,121610123,904220000,CN,0.0,0,588.4,4132
2018,201811,E,121610123,904220000,CZ,1500.0,6903,9970.0,47806
2018,201811,E,121610123,904220000,DE,3564.5,19330,37898.82,190143
2018,201811,E,121610123,904220000,DK,0.0,0,2500.0,11350
2018,201811,E,121610123,904220000,DO,0.0,0,1000.0,4817
2018,201811,E,121610123,904220000,DZ,0.0,0,27.0,194
2018,201811,E,121610123,904220000,EG,0.0,0,600.0,2274
2018,201811,E,121610123,904220000,ES,0.0,0,200.0,855
2018,201811,E,121610123,904220000,FJ,0.0,0,120.0,624
2018,201811,E,121610123,904220000,FR,0.0,0,5630.0,26032
2018,201811,E,121610123,904220000,GB,2414.2,14871,16277.0,91830
2018,201811,E,121610123,904220000,GH,0.0,0,1250.0,5500
2018,201811,E,121610123,904220000,GT,0.0,0,1250.0,5319
2018,201811,E,121610123,904220000,GU,408.6,2094,4454.4,20643
2018,201811,E,121610123,904220000,HK,40.0,887,11695.0,49651
2018,201811,E,121610123,904220000,ID,4543.0,24360,35282.38,214562
2018,201811,E,121610123,904220000,IL,0.0,0,600.0,2795
2018,201811,E,121610123,904220000,IN,0.0,0,2143.0,12450
2018,201811,E,121610123,904220000,IQ,100.0,2671,3679.02,21674
2018,201811,E,121610123,904220000,IR,0.0,0,50.0,258
2018,201811,E,121610123,904220000,IT,0.0,0,500.0,2603
2018,201811,E,121610123,904220000,JO,0.0,0,350.0,1626
2018,201811,E,121610123,904220000,JP,31500.0,262859,344855.1,2710745
2018,201811,E,121610123,904220000,KE,0.0,0,500.0,2650
2018,201811,E,121610123,904220000,KH,5700.0,24922,43100.0,189496
2018,201811,E,121610123,904220000,KW,0.0,0,6926.6,33079
2018,201811,E,121610123,904220000,KZ,0.0,0,70.0,414
2018,201811,E,121610123,904220000,LA,1000.0,4422,7010.0,31162
2018,201811,E,121610123,904220000,MA,0.0,0,600.0,11119
2018,201811,E,121610123,904220000,MG,0.0,0,1.0,30
2018,201811,E,121610123,904220000,MM,0.0,0,1067.43,1228
2018,201811,E,121610123,904220000,MN,200.0,1648,694.5,4405
2018,201811,E,121610123,904220000,MP,0.0,0,1115.4,6412
2018,201811,E,121610123,904220000,MU,0.0,0,100.0,521
2018,201811,E,121610123,904220000,MY,3200.0,13347,30471.22,135423
2018,201811,E,121610123,904220000,MZ,0.0,0,2.1,24
2018,201811,E,121610123,904220000,NG,0.0,0,420.0,2100
2018,201811,E,121610123,904220000,NL,3838.0,18703,23915.1,121514
2018,201811,E,121610123,904220000,NO,500.0,2815,2200.0,12168
2018,201811,E,121610123,904220000,NP,400.0,1820,1900.0,8187
2018,201811,E,121610123,904220000,NZ,4070.0,19366,23680.5,112105
2018,201811,E,121610123,904220000,OM,0.0,0,800.0,4038
2018,201811,E,121610123,904220000,PA,0.0,0,200.0,1197
2018,201811,E,121610123,904220000,PE,300.0,1309,1100.0,4767
2018,201811,E,121610123,904220000,PH,20490.0,74907,218190.5,849119
2018,201811,E,121610123,904220000,PK,0.0,0,140.0,700
2018,201811,E,121610123,904220000,PL,0.0,0,1660.0,7744
2018,201811,E,121610123,904220000,PT,0.0,0,700.0,3416
2018,201811,E,121610123,904220000,PY,20.0,89,1170.0,5135
2018,201811,E,121610123,904220000,QA,0.0,0,1498.2,8805
2018,201811,E,121610123,904220000,RU,400.0,1850,800.0,3720
2018,201811,E,121610123,904220000,SA,0.0,0,5740.0,31951
2018,201811,E,121610123,904220000,SE,0.0,0,3000.0,14230
2018,201811,E,121610123,904220000,SG,2749.2,12922,24638.04,119161
2018,201811,E,121610123,904220000,SK,0.0,0,400.0,1864
2018,201811,E,121610123,904220000,TG,0.0,0,25.0,305
2018,201811,E,121610123,904220000,TH,0.0,0,2450.0,13037
2018,201811,E,121610123,904220000,TN,0.0,0,29.0,881
2018,201811,E,121610123,904220000,TW,28020.0,100245,328627.4,1124044
2018,201811,E,121610123,904220000,US,107309.4,432722,763920.73,3656663
2018,201811,E,121610123,904220000,VN,18379.0,78730,125621.2,554545
2018,201811,E,121610123,904220000,VU,0.0,0,2.0,4
2018,201811,E,121610123,904220000,WS,500.0,2277,500.0,2277
2018,201811,E,121610123,904220000,ZA,0.0,0,3600.0,18487
2018,201811,E,121610123,904220000,ZM,100.0,257,100.0,257
2018,201811,E,121610200,710807000,GU,60.0,339,355.0,2220
2018,201811,E,121610200,710807000,QA,0.0,0,3.0,11
2018,201811,E,121610310,711905091,IQ,100.0,1245,100.0,1245
2018,201811,E,121610310,711905091,US,300.0,863,2589.0,9699
2018,201811,I,112011001,710100000,BE,45360.0,45746,193610.0,200274
2018,201811,I,112011001,710100000,CN,187000.0,164470,2067590.0,1727111
2018,201811,I,112011001,710100000,CO,0.0,0,4.0,32
2018,201811,I,112011001,710100000,ES,21990.0,20201,70380.0,65939
2018,201811,I,112011001,710100000,PE,0.0,0,3.0,213
2018,201811,I,112011001,710100000,US,150753.24,195004,1804757.76,2417428
2018,201811,I,112011001,710100000,VN,38000.0,36717,615730.0,595957
2018,201811,I,112011900,701900000,AU,2800.0,14247,20060343.88,11783447
2018,201811,I,112011900,701900000,US,3521905.55,2027810,10082301.24,7035938
2018,201811,I,112012001,1105100000,CN,0.0,0,0.4,10
2018,201811,I,112012001,1105100000,MY,0.0,0,0.4,10
2018,201811,I,112012001,1105100000,US,58074.1,96981,614906.36,1006043
2018,201811,I,112012002,1105200000,BE,2200.0,9320,11405.0,29412
2018,201811,I,112012002,1105200000,DE,44000.0,61738,221501.5,316272
2018,201811,I,112012002,1105200000,IN,0.0,0,1.0,18
2018,201811,I,112012002,1105200000,IT,0.0,0,4.76,25
2018,201811,I,112012002,1105200000,NL,44000.0,48139,176000.0,200279
2018,201811,I,112012002,1105200000,PL,84750.0,351533,460850.0,1113642
2018,201811,I,112012002,1105200000,US,85638.96,133114,731369.38,1193776
2018,201811,I,112015901,2004100000,AT,0.0,0,22.61,146
2018,201811,I,112015901,2004100000,AU,0.0,0,34104.0,103879
2018,201811,I,112015901,2004100000,BE,1033191.03,1206837,8983599.79,10955207
2018,201811,I,112015901,2004100000,CA,1128383.0,1793511,13187314.0,20941242
2018,201811,I,112015901,2004100000,CH,0.0,0,40.0,506
2018,201811,I,112015901,2004100000,CN,119868.2,212806,1136867.4,2028350
2018,201811,I,112015901,2004100000,DE,0.0,0,113558.22,163445
2018,201811,I,112015901,2004100000,EE,0.0,0,3.83,31
2018,201811,I,112015901,2004100000,FR,10368.0,44738,109416.96,228552
2018,201811,I,112015901,2004100000,GB,0.0,0,426.82,975
2018,201811,I,112015901,2004100000,IT,3.25,48,3.25,48
2018,201811,I,112015901,2004100000,MY,0.0,0,80.75,757
2018,201811,I,112015901,2004100000,NL,498180.0,521776,3625622.66,3877060
2018,201811,I,112015901,2004100000,NZ,45360.0,65772,207480.0,299838
2018,201811,I,112015901,2004100000,PE,0.0,0,4.0,101
2018,201811,I,112015901,2004100000,PL,0.0,0,9020.16,15494
2018,201811,I,112015901,2004100000,TH,0.0,0,1043.03,4343
2018,201811,I,112015901,2004100000,TR,0.0,0,5.0,146
2018,201811,I,112015901,2004100000,TW,0.0,0,36.0,411
2018,201811,I,112015901,2004100000,US,6740261.97,8453671,78384191.62,98286545
2018,201811,I,112015901,2004100000,VN,38.0,510,43.0,565
2018,201811,I,112015903,2005201000,BE,0.0,0,240.0,2189
2018,201811,I,112015903,2005201000,CH,0.0,0,2115.0,17145
2018,201811,I,112015903,2005201000,GR,0.0,0,2.38,24
2018,201811,I,112015903,2005201000,IT,0.0,0,670.8,3502
2018,201811,I,112015903,2005201000,LT,0.0,0,1.96,32
2018,201811,I,112015903,2005201000,MY,0.0,0,3.4,21
2018,201811,I,112015903,2005201000,PL,0.0,0,3.83,31
2018,201811,I,112015903,2005201000,US,33.28,348,8231.06,47153
2018,201811,I,112015904,2005209000,AE,0.0,0,32537.7,103094
2018,201811,I,112015904,2005209000,AU,0.0,0,5.0,106
2018,201811,I,112015904,2005209000,BE,0.0,0,1.5,21
2018,201811,I,112015904,2005209000,BH,0.0,0,18900.0,51030
2018,201811,I,112015904,2005209000,CH,0.0,0,20040.0,67061
2018,201811,I,112015904,2005209000,CN,52577.4,98720,243164.77,403145
2018,201811,I,112015904,2005209000,DE,2284.0,6568,5448.99,17937
2018,201811,I,112015904,2005209000,DK,0.0,0,6.8,75
2018,201811,I,112015904,2005209000,EG,0.0,0,35976.0,67277
2018,201811,I,112015904,2005209000,ES,18483.6,140148,74817.85,917378
2018,201811,I,112015904,2005209000,FR,0.0,0,20.0,340
2018,201811,I,112015904,2005209000,GB,30.0,890,501.7,5838
2018,201811,I,112015904,2005209000,ID,1725.9,14580,1725.9,14580
2018,201811,I,112015904,2005209000,IE,0.6,15,2.95,48
2018,201811,I,112015904,2005209000,IN,0.0,0,152301.6,267954
2018,201811,I,112015904,2005209000,IT,4576.0,10148,24951.03,100557
2018,201811,I,112015904,2005209000,JP,438.9,8838,3563.3,63632
2018,201811,I,112015904,2005209000,MY,0.0,0,14.21,144
2018,201811,I,112015904,2005209000,NL,0.0,0,80031.51,171380
2018,201811,I,112015904,2005209000,NZ,262.8,2163,262.8,2163
2018,201811,I,112015904,2005209000,PE,0.0,0,3.4,292
2018,201811,I,112015904,2005209000,RU,0.0,0,2.98,58
2018,201811,I,112015904,2005209000,SA,0.0,0,2454.2,17570
2018,201811,I,112015904,2005209000,SE,0.0,0,7.01,150
2018,201811,I,112015904,2005209000,SG,1124.2,22436,1127.52,22489
2018,201811,I,112015904,2005209000,TH,0.0,0,189.12,2630
2018,201811,I,112015904,2005209000,TW,0.0,0,1.4,15
2018,201811,I,112015904,2005209000,US,35818.92,133425,408810.0,1913781
2018,201811,I,112015904,2005209000,VN,0.0,0,1117.08,2151
2018,201811,I,112015904,2005209000,ZA,0.0,0,0.2,5
2018,201811,I,112015905,712902093,CN,0.0,0,5.98,41
2018,201811,I,112015905,712902093,DE,0.0,0,2.6,28
2018,201811,I,112015905,712902093,FR,0.0,0,0.2,5
2018,201811,I,112015905,712902093,US,0.0,0,20.54,199
2018,201811,I,112015905,712902093,VN,0.0,0,0.2,11
2018,201811,I,116010102,813300000,AU,1001.0,9704,2561.5,19933
2018,201811,I,116010102,813300000,CA,0.0,0,5.0,68
2018,201811,I,116010102,813300000,CL,0.0,0,0.4,15
2018,201811,I,116010102,813300000,CN,0.0,0,0.5,14
2018,201811,I,116010102,813300000,DE,0.0,0,0.3,10
2018,201811,I,116010102,813300000,FR,0.0,0,2.3,35
2018,201811,I,116010102,813300000,PL,0.16,18,2.56,81
2018,201811,I,116010102,813300000,PT,0.0,0,169.5,7228
2018,201811,I,116010102,813300000,TR,0.0,0,0.08,2
2018,201811,I,116010102,813300000,US,18.64,139,74.02,1914
2018,201811,I,116015101,2009710000,AT,420.0,2199,2330.96,11834
2018,201811,I,116015101,2009710000,AU,8463.36,29096,69338.8,225414
2018,201811,I,116015101,2009710000,CL,0.0,0,7416.13,25857
2018,201811,I,116015101,2009710000,CN,0.0,0,6.6,67
2018,201811,I,116015101,2009710000,CY,0.0,0,5896.75,4338
2018,201811,I,116015101,2009710000,DE,0.0,0,20.64,140
2018,201811,I,116015101,2009710000,ES,60480.0,51452,687807.7,604181
2018,201811,I,116015101,2009710000,FR,511.2,1242,7993.99,19959
2018,201811,I,116015101,2009710000,GB,0.0,0,1737.6,2049
2018,201811,I,116015101,2009710000,HU,0.0,0,1548.0,7088
2018,201811,I,116015101,2009710000,IT,0.0,0,23575.52,32435
2018,201811,I,116015101,2009710000,LV,0.0,0,16.0,64
2018,201811,I,116015101,2009710000,NZ,9.1,44,16.32,90
2018,201811,I,116015101,2009710000,PL,5.87,35,143981.55,134703
2018,201811,I,116015101,2009710000,SE,0.0,0,19.4,105
2018,201811,I,116015101,2009710000,TH,13488.0,12284,49080.0,36626
2018,201811,I,116015101,2009710000,TR,0.0,0,628.6,696
2018,201811,I,116015101,2009710000,UA,0.0,0,2802.07,2387
2018,201811,I,116015101,2009710000,US,201416.84,354674,2851748.37,5078627
2018,201811,I,116015101,2009710000,UZ,0.0,0,5631.6,3723
2018,201811,I,116015101,2009710000,ZA,17520.0,23008,17520.0,23008
2018,201811,I,116015102,2009790000,AT,0.0,0,289820.75,597887
2018,201811,I,116015102,2009790000,AU,278.7,722,1163.7,3294
2018,201811,I,116015102,2009790000,CL,281122.38,455298,3804889.83,5619508
2018,201811,I,116015102,2009790000,CN,39907.51,48559,1100418.16,1388474
2018,201811,I,116015102,2009790000,DE,0.0,0,3113.68,9394
2018,201811,I,116015102,2009790000,ES,13.67,122,16.77,171
2018,201811,I,116015102,2009790000,FR,0.0,0,36.65,221
2018,201811,I,116015102,2009790000,GB,0.0,0,3226.17,8577
2018,201811,I,116015102,2009790000,IL,0.0,0,9.62,61
2018,201811,I,116015102,2009790000,IN,0.0,0,17.9,139
2018,201811,I,116015102,2009790000,IR,0.0,0,20160.0,17741
2018,201811,I,116015102,2009790000,IT,3.06,25,10.37,97
2018,201811,I,116015102,2009790000,JP,5.0,36,13.44,203
2018,201811,I,116015102,2009790000,MD,0.0,0,17010.0,8910
2018,201811,I,116015102,2009790000,MY,0.0,0,4.43,40
2018,201811,I,116015102,2009790000,NZ,55627.63,110329,407706.13,831504
2018,201811,I,116015102,2009790000,PL,7.56,135,5485.54,46599
2018,201811,I,116015102,2009790000,SE,0.0,0,748.0,1735
2018,201811,I,116015102,2009790000,TR,85800.5,171609,748214.71,1630693
2018,201811,I,116015102,2009790000,US,24.03,272,5796.35,21723
2018,201811,I,116015102,2009790000,VN,0.0,0,1765.1,2974
2018,201811,I,116015102,2009790000,ZA,0.0,0,244245.6,293837
2018,201811,I,116015900,2008992000,BE,228.96,5976,2103.84,55207
2018,201811,I,116015900,2008992000,BG,0.0,0,0.6,39
2018,201811,I,116015900,2008992000,CA,0.0,0,741.89,7029
2018,201811,I,116015900,2008992000,CL,0.0,0,2204.85,8084
2018,201811,I,116015900,2008992000,CN,500.0,3496,154000.0,256526
2018,201811,I,116015900,2008992000,DE,146.88,3834,344.28,8962
2018,201811,I,116015900,2008992000,ES,10962.0,41480,73118.6,253470
2018,201811,I,116015900,2008992000,FR,180.0,716,9240.0,46051
2018,201811,I,116015900,2008992000,GB,290.0,2365,622.64,12313
2018,201811,I,116015900,2008992000,IR,0.0,0,100.0,60
2018,201811,I,116015900,2008992000,IT,0.0,0,15863.72,71094
2018,201811,I,116015900,2008992000,JP,0.0,0,3514.0,17616
2018,201811,I,116015900,2008992000,NZ,17.5,69,20.5,91
2018,201811,I,116015900,2008992000,US,1109.11,5258,80721.12,352965
2018,201811,I,116020121,808300000,TW,0.0,0,48600.0,137706
2018,201811,I,116025900,2008400000,CA,0.0,0,387.07,3690
2018,201811,I,116025900,2008400000,CL,0.0,0,1328.0,4117
2018,201811,I,116025900,2008400000,CN,0.0,0,125616.0,88846
2018,201811,I,116025900,2008400000,ES,0.0,0,8043.0,27869
2018,201811,I,116025900,2008400000,FR,360.0,1403,670.0,3106
2018,201811,I,116025900,2008400000,NL,0.0,0,10.53,35
2018,201811,I,116025900,2008400000,TR,8400.0,10920,20160.0,25234
2018,201811,I,116025900,2008400000,US,0.0,0,5171.08,19630
2018,201811,I,116025900,2008400000,ZA,0.0,0,17107.0,28858
2018,201811,I,121010100,704902000,CA,0.0,0,18326.0,11636
2018,201811,I,121010100,704902000,JP,0.0,0,64680.0,54278
2018,201811,I,121010100,704902000,US,0.0,0,13.0,49
2018,201811,I,121210100,706901000,CN,301960.0,68511,1583836.0,468010
2018,201811,I,121210400,712902020,CN,169560.0,184157,2158955.2,2378646
2018,201811,I,121210400,712902020,US,1.2,51,1.6,55
2018,201811,I,121210400,712902020,VN,0.0,0,24000.0,36381
2018,201811,I,121410200,710801000,BE,0.0,0,38.0,96
2018,201811,I,121410200,710801000,CN,1091680.0,565265,9758942.0,5043712
2018,201811,I,121410200,710801000,DE,0.0,0,0.8,5
2018,201811,I,121410200,710801000,FR,0.0,0,2700.0,6643
2018,201811,I,121410200,710801000,TR,0.0,0,1.0,14
2018,201811,I,121410200,710801000,VN,0.0,0,2.0,23
2018,201811,I,121410400,712200000,AU,0.0,0,0.4,6
2018,201811,I,121410400,712200000,CN,82865.0,83859,1249282.06,1136587
2018,201811,I,121410400,712200000,DE,0.0,0,0.45,18
2018,201811,I,121410400,712200000,EG,0.0,0,1.6,17
2018,201811,I,121410400,712200000,FR,0.0,0,0.2,5
2018,201811,I,121410400,712200000,IN,0.0,0,90623.12,100753
2018,201811,I,121410400,712200000,US,4114.49,20594,185556.94,824700
2018,201811,I,121415301,2001909070,ES,0.0,0,8.28,66
2018,201811,I,121415301,2001909070,IT,0.0,0,6053.0,25941
2018,201811,I,121415301,2001909070,US,5.95,96,35.86,352
2018,201811,I,121440200,710802000,CN,2562840.0,1953203,32452473.0,32565636
2018,201811,I,121440200,710802000,ES,404.0,1747,1124.0,5180
2018,201811,I,121440200,710802000,IN,0.04,1,0.04,1
2018,201811,I,121440200,710802000,PE,0.0,0,110.0,920
2018,201811,I,121440200,710802000,VN,0.0,0,5979.6,17935
2018,201811,I,121440400,712901000,AU,0.0,0,1.11,22
2018,201811,I,121440400,712901000,CA,0.0,0,1.11,39
2018,201811,I,121440400,712901000,CN,11000.0,15762,66861.95,132569
2018,201811,I,121440400,712901000,EG,0.0,0,1.1,4
2018,201811,I,121440400,712901000,FR,0.0,0,0.8,22
2018,201811,I,121440400,712901000,IN,3000.0,5430,9000.4,18515
2018,201811,I,121440400,712901000,IT,0.0,0,11.62,598
2018,201811,I,121440400,712901000,JP,0.3,25,4.91,129
2018,201811,I,121440400,712901000,US,459.16,11667,5857.37,143860
2018,201811,I,121440400,712901000,VN,0.0,0,33.2,331
2018,201811,I,121440500,703201000,CN,20022.5,25454,668044.17,741683
2018,201811,I,121440500,703201000,TH,0.0,0,69.0,795
2018,201811,I,121440500,703201000,US,1.0,36,1.0,36
2018,201811,I,121440600,703209000,CN,152000.0,92098,4730127.0,2867338
2018,201811,I,121440600,703209000,MY,0.0,0,0.3,6
2018,201811,I,121440600,703209000,TH,0.0,0,16.0,154
2018,201811,I,121440600,703209000,US,0.0,0,3.3,33
2018,201811,I,121445300,2001909060,CA,0.0,0,2.1,14
2018,201811,I,121445300,2001909060,CN,378308.0,392739,2939465.1,4507866
2018,201811,I,121445300,2001909060,GB,0.0,0,5.9,282
2018,201811,I,121445300,2001909060,TH,10790.0,13291,52694.5,67144
2018,201811,I,121445300,2001909060,TR,0.0,0,1.04,2
2018,201811,I,121445300,2001909060,US,0.0,0,2.6,70
2018,201811,I,121610121,904210000,AU,0.0,0,0.57,47
2018,201811,I,121610121,904210000,CA,0.0,0,0.2,2
2018,201811,I,121610121,904210000,CN,192520.9,489422,2599173.85,6529281
2018,201811,I,121610121,904210000,ES,0.0,0,1.25,3
2018,201811,I,121610121,904210000,IN,0.0,0,4.3,75
2018,201811,I,121610121,904210000,IT,0.9,13,7.14,1148
2018,201811,I,121610121,904210000,JP,0.0,0,0.0,4
2018,201811,I,121610121,904210000,KE,6015.28,52937,17806.72,167750
2018,201811,I,121610121,904210000,MW,300.0,2335,4300.0,40279
2018,201811,I,121610121,904210000,MY,0.0,0,2.7,24
2018,201811,I,121610121,904210000,TH,0.0,0,3200.5,11804
2018,201811,I,121610121,904210000,UG,0.0,0,2000.0,32828
2018,201811,I,121610121,904210000,US,42.9,1636,442.66,16035
2018,201811,I,121610121,904210000,VN,0.0,0,2701.5,5772
2018,201811,I,121610123,904220000,AT,0.0,0,180.18,3097
2018,201811,I,121610123,904220000,AU,1.0,24,13.04,138
2018,201811,I,121610123,904220000,BD,0.0,0,160.0,304
2018,201811,I,121610123,904220000,CA,1.4,26,3.95,97
2018,201811,I,121610123,904220000,CN,76664.2,236124,843236.04,2616564
2018,201811,I,121610123,904220000,ES,0.0,0,1247.28,13844
2018,201811,I,121610123,904220000,GB,8.5,145,9.7,180
2018,201811,I,121610123,904220000,IL,1000.0,3950,7000.0,27650
2018,201811,I,121610123,904220000,IN,8420.0,20983,70099.63,175496
2018,201811,I,121610123,904220000,IT,150.0,718,150.0,718
2018,201811,I,121610123,904220000,JP,370.0,3743,1835.39,19263
2018,201811,I,121610123,904220000,KE,0.0,0,1.0,19
2018,201811,I,121610123,904220000,LK,110.0,346,3788.0,8933
2018,201811,I,121610123,904220000,MA,0.99,30,0.99,30
2018,201811,I,121610123,904220000,MY,200.0,1600,301.55,2420
2018,201811,I,121610123,904220000,NL,0.0,0,40.0,1325
2018,201811,I,121610123,904220000,NP,0.0,0,0.05,1
2018,201811,I,121610123,904220000,NZ,0.0,0,10.5,103
2018,201811,I,121610123,904220000,PE,13820.0,32347,13820.0,32347
2018,201811,I,121610123,904220000,SG,0.0,0,4.2,101
2018,201811,I,121610123,904220000,TH,0.0,0,0.5,2
2018,201811,I,121610123,904220000,US,739.71,13233,9927.59,168087
2018,201811,I,121610123,904220000,VN,0.2,11,10.54,23
2018,201811,I,121610200,710807000,BE,0.0,0,3.0,45
2018,201811,I,121610200,710807000,CN,25058361.2,13975024,204442335.8,115179894
2018,201811,I,121610200,710807000,ES,0.0,0,18.0,840
2018,201811,I,121610200,710807000,HU,0.0,0,2.4,51
2018,201811,I,121610200,710807000,PE,0.0,0,2.0,146
2018,201811,I,121610200,710807000,VN,472412.0,405483,15417714.1,12374754
2018,201811,I,121610310,711905091,VN,0.0,0,1.5,43
2018,201812,E,112011001,710100000,RU,5019.0,10632,57842.92,131875
2018,201812,E,112011100,701100000,TH,0.0,0,22.0,278
2018,201812,E,112011100,701100000,UZ,0.0,0,600.0,13290
2018,201812,E,112011100,701100000,VN,0.0,0,880000.0,401885
2018,201812,E,112011900,701900000,CA,9.0,179,19.0,383
2018,201812,E,112011900,701900000,HK,5000.0,4935,71720.0,59057
2018,201812,E,112011900,701900000,JP,0.0,0,0.9,9
2018,201812,E,112011900,701900000,KI,0.0,0,1115.0,5406
2018,201812,E,112011900,701900000,MP,0.0,0,800.0,1708
2018,201812,E,112011900,701900000,RU,0.0,0,302255.0,757171
2018,201812,E,112011900,701900000,SG,0.0,0,40.0,177
2018,201812,E,112011900,701900000,VN,0.0,0,455833.1,2000
2018,201812,E,112012001,1105100000,AU,0.0,0,400.0,705
2018,201812,E,112012001,1105100000,CI,0.0,0,80.0,3309
2018,201812,E,112012001,1105100000,CN,100.0,399,420.0,1991
2018,201812,E,112012001,1105100000,GB,0.0,0,1315.0,878
2018,201812,E,112012001,1105100000,GU,0.0,0,20.0,41
2018,201812,E,112012001,1105100000,HK,0.0,0,10.0,16
2018,201812,E,112012001,1105100000,JP,480.0,2587,5760.0,31182
2018,201812,E,112012001,1105100000,SG,0.0,0,29.25,175
2018,201812,E,112012001,1105100000,VN,0.0,0,93237.5,138587
2018,201812,E,112012001,1105100000,ZA,0.0,0,1271.0,10676
2018,201812,E,112012002,1105200000,AU,5248.0,15724,66972.0,206320
2018,201812,E,112012002,1105200000,CA,2100.0,3533,7754.0,14234
2018,201812,E,112012002,1105200000,KH,0.0,0,190.0,415
2018,201812,E,112012002,1105200000,MO,0.0,0,225.0,1162
2018,201812,E,112012002,1105200000,PH,182.0,2755,302.0,4620
2018,201812,E,112012002,1105200000,US,0.0,0,136.08,173
2018,201812,E,112015901,2004100000,AU,0.0,0,2777.0,6381
2018,201812,E,112015901,2004100000,BE,0.0,0,24.0,32
2018,201812,E,112015901,2004100000,CN,29.76,739,2335.47,31099
2018,201812,E,112015901,2004100000,HK,0.0,0,20502.72,33564
2018,201812,E,112015901,2004100000,MY,0.0,0,338.0,1261
2018,201812,E,112015901,2004100000,PH,0.0,0,333.81,446
2018,201812,E,112015901,2004100000,QA,0.0,0,20.0,39
2018,201812,E,112015901,2004100000,SG,0.0,0,18.0,24
2018,201812,E,112015901,2004100000,US,0.0,0,331.9,1742
2018,201812,E,112015903,2005201000,AU,0.0,0,384.0,2095
2018,201812,E,112015903,2005201000,IQ,0.0,0,860.0,8666
2018,201812,E,112015904,2005209000,AU,0.0,0,344.5,4741
2018,201812,E,112015904,2005209000,BN,0.0,0,398.5,5496
2018,201812,E,112015904,2005209000,CA,0.0,0,1370.4,14729
2018,201812,E,112015904,2005209000,CN,2255.0,22364,54745.83,545653
2018,201812,E,112015904,2005209000,HK,25.0,335,2756.0,35476
2018,201812,E,112015904,2005209000,JP,30.6,381,3367.52,30512
2018,201812,E,112015904,2005209000,KH,0.0,0,40.0,560
2018,201812,E,112015904,2005209000,LA,0.0,0,10.0,3909
2018,201812,E,112015904,2005209000,MM,0.0,0,1576.0,8896
2018,201812,E,112015904,2005209000,MN,0.0,0,1023.8,4289
2018,201812,E,112015904,2005209000,MY,0.0,0,486.0,5749
2018,201812,E,112015904,2005209000,NZ,0.0,0,311.0,4066
2018,201812,E,112015904,2005209000,PH,329.0,1944,9284.4,108258
2018,201812,E,112015904,2005209000,RU,0.0,0,222.0,1553
2018,201812,E,112015904,2005209000,SG,0.0,0,2231.92,24920
2018,201812,E,112015904,2005209000,TW,3229.2,35395,5157.4,53559
2018,201812,E,112015904,2005209000,US,0.0,0,4700.1,28886
2018,201812,E,112015904,2005209000,VN,0.0,0,1021.8,11764
2018,201812,E,112015905,712902093,CA,0.0,0,40.0,140
2018,201812,E,112015905,712902093,CN,0.0,0,4.0,36
