YYYYMMSOON,품목코드 ,품목명,품종코드 ,품종명,등급명,유통단계별 무게 ,유통단계별 단위 ,평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON
201810하순,245,양파,0,양파,중품,kg,1,1348,0,1344,1698,1405.33333333333
201810하순,246,파,0,대파,상품,kg,1,3670,0,4809,3095,2676.33333333333
201810하순,246,파,2,쪽파,중품,kg,1,3524,0,3784,2306,2440.33333333333
201810하순,246,파,2,쪽파,상품,kg,1,4956,0,5665,3972,4133.33333333333
201810하순,246,파,0,대파,중품,kg,1,2381,0,2983,1913,1710.66666666666
201811상순,152,감자,1,수미,중품,g,100,265,0,266,248,177.0
201811상순,152,감자,1,수미,상품,g,100,354,0,356,344,231.333333333333
201811상순,241,건고추,0,화건,중품,g,600,15921,0,16997,14804,9096.66666666666
201811상순,241,건고추,0,화건,상품,g,600,17597,0,18647,16650,10470.6666666666
201811상순,241,건고추,2,양건,중품,g,600,17775,0,19300,17122,11352.0
201811상순,241,건고추,2,양건,상품,g,600,19929,0,21219,19914,12610.0
201811상순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7060,0,7009,7483,6563.66666666666
201811상순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9001,0,9168,9864,8672.66666666666
201811상순,231,무,3,가을,중품,개,1,1514,0,0,1093,1056.0
201811상순,231,무,2,고랭지,상품,개,1,2134,0,3220,0,0.0
201811상순,231,무,2,고랭지,중품,개,1,1712,0,2606,0,0.0
201811상순,231,무,3,가을,상품,개,1,1828,0,0,1372,1367.33333333333
201811상순,412,배,1,신고,중품,개,10,21484,0,24175,16737,17956.0
201811상순,211,배추,3,가을,중품,포기,1,2693,0,0,2086,1913.0
201811상순,211,배추,3,가을,상품,포기,1,3193,0,0,2621,2327.33333333333
201811상순,211,배추,2,여름(고랭지),중품,포기,1,2702,0,3920,0,0.0
201811상순,211,배추,2,여름(고랭지),상품,포기,1,3324,0,4671,0,0.0
201811상순,411,사과,5,후지,중품,개,10,14770,0,0,14269,14833.6666666666
201811상순,214,상추,1,적,중품,g,100,561,0,952,477,554.333333333333
201811상순,214,상추,2,청,중품,g,100,535,0,908,439,500.666666666666
201811상순,214,상추,1,적,상품,g,100,806,0,1368,711,775.666666666666
201811상순,245,양파,0,양파,상품,kg,1,1665,0,1690,2100,1863.0
201811상순,245,양파,0,양파,중품,kg,1,1340,0,1352,1694,1415.0
201811상순,246,파,2,쪽파,상품,kg,1,4817,0,5282,3834,3815.66666666666
201811상순,246,파,2,쪽파,중품,kg,1,3280,0,3503,2493,2341.0
201811상순,246,파,0,대파,중품,kg,1,2277,0,2935,1832,1673.0
201811상순,246,파,0,대파,상품,kg,1,3333,0,4738,2767,2474.0
201811중순,152,감자,1,수미,상품,g,100,370,0,359,346,245.666666666666
201811중순,152,감자,1,수미,중품,g,100,280,0,268,244,177.666666666666
201811중순,241,건고추,0,화건,상품,g,600,17616,0,18104,16648,10459.3333333333
201811중순,241,건고추,0,화건,중품,g,600,15909,0,16305,15251,9101.0
201811중순,241,건고추,2,양건,중품,g,600,17689,0,18313,17686,11339.3333333333
201811중순,241,건고추,2,양건,상품,g,600,19798,0,20411,20252,12579.3333333333
201811중순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,8712,0,9071,9522,8409.66666666666
201811중순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7082,0,7018,7457,6567.33333333333
201811중순,231,무,3,가을,중품,개,1,1253,0,0,1052,1022.33333333333
201811중순,231,무,3,가을,상품,개,1,1636,0,0,1399,1355.0
201811중순,412,배,1,신고,중품,개,10,21173,0,22160,16662,17878.6666666666
201811중순,211,배추,3,가을,중품,포기,1,2477,0,0,1981,1670.33333333333
201811중순,211,배추,3,가을,상품,포기,1,3040,0,0,2517,2135.0
201811중순,411,사과,5,후지,중품,개,10,14893,0,12800,13553,14274.3333333333
201811중순,214,상추,1,적,중품,g,100,509,0,735,443,547.0
201811중순,214,상추,1,적,상품,g,100,755,0,1026,688,787.666666666666
201811중순,214,상추,2,청,중품,g,100,473,0,693,409,500.333333333333
201811중순,245,양파,0,양파,상품,kg,1,1618,0,1602,2091,1901.66666666666
201811중순,245,양파,0,양파,중품,kg,1,1326,0,1347,1696,1418.66666666666
201811중순,246,파,2,쪽파,상품,kg,1,4734,0,5027,3735,3715.33333333333
201811중순,246,파,0,대파,중품,kg,1,2224,0,2610,1812,1716.0
201811중순,246,파,2,쪽파,중품,kg,1,3135,0,3490,2524,2534.66666666666
201811중순,246,파,0,대파,상품,kg,1,3416,0,4370,2921,2630.0
201811하순,152,감자,1,수미,상품,g,100,414,0,349,360,260.333333333333
201811하순,152,감자,1,수미,중품,g,100,282,0,273,245,179.333333333333
201811하순,241,건고추,2,양건,중품,g,600,17660,0,18119,17831,11320.0
201811하순,241,건고추,2,양건,상품,g,600,19945,0,20213,20408,12561.0
201811하순,241,건고추,0,화건,중품,g,600,15875,0,16118,15412,9100.0
201811하순,241,건고추,0,화건,상품,g,600,17637,0,17821,16790,10445.3333333333
201811하순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,8449,0,8965,9256,8308.66666666666
201811하순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7091,0,7047,7443,6567.66666666666
201811하순,231,무,3,가을,중품,개,1,1142,0,1826,1056,1019.66666666666
201811하순,231,무,3,가을,상품,개,1,1565,0,2077,1406,1358.66666666666
201811하순,412,배,1,신고,중품,개,10,21925,0,21156,17054,18417.0
201811하순,211,배추,3,가을,중품,포기,1,2235,0,2707,1909,1758.33333333333
201811하순,211,배추,3,가을,상품,포기,1,2965,0,3118,2620,2267.0
201811하순,411,사과,5,후지,중품,개,10,15792,0,14675,13875,13943.6666666666
201811하순,214,상추,1,적,중품,g,100,482,0,657,476,546.0
201811하순,214,상추,1,적,상품,g,100,730,0,901,717,784.333333333333
201811하순,214,상추,2,청,중품,g,100,459,0,625,436,507.666666666666
201811하순,245,양파,0,양파,상품,kg,1,1632,0,1647,2091,1899.33333333333
201811하순,245,양파,0,양파,중품,kg,1,1329,0,1348,1703,1427.66666666666
201811하순,246,파,2,쪽파,중품,kg,1,2678,0,3524,2414,2707.66666666666
201811하순,246,파,0,대파,상품,kg,1,3273,0,3670,2923,2759.33333333333
201811하순,246,파,0,대파,중품,kg,1,2157,0,2381,1843,1803.0
201811하순,246,파,2,쪽파,상품,kg,1,4289,0,4956,3422,3811.66666666666
201812상순,152,감자,1,수미,상품,g,100,421,0,354,374,284.666666666666
201812상순,152,감자,1,수미,중품,g,100,287,0,265,250,181.666666666666
201812상순,241,건고추,2,양건,중품,g,600,17564,0,17775,18092,11311.0
201812상순,241,건고추,0,화건,중품,g,600,15791,0,15921,15762,9093.66666666666
201812상순,241,건고추,2,양건,상품,g,600,19953,0,19929,20704,12551.6666666666
201812상순,241,건고추,0,화건,상품,g,600,17474,0,17597,17488,10445.3333333333
201812상순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,8841,0,9001,9355,8479.33333333333
201812상순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7129,0,7060,7467,6574.33333333333
201812상순,231,무,3,가을,중품,개,1,1113,0,1514,1056,1027.0
201812상순,231,무,3,가을,상품,개,1,1510,0,1828,1410,1384.66666666666
201812상순,412,배,1,신고,중품,개,10,22317,0,21484,17314,18679.3333333333
201812상순,211,배추,3,가을,중품,포기,1,2164,0,2693,1994,1921.66666666666
201812상순,211,배추,3,가을,상품,포기,1,2814,0,3193,2669,2397.33333333333
201812상순,411,사과,5,후지,중품,개,10,16429,0,14770,14609,14250.6666666666
201812상순,214,상추,1,적,중품,g,100,475,0,561,482,522.0
201812상순,214,상추,1,적,상품,g,100,703,0,806,722,720.0
201812상순,214,상추,2,청,중품,g,100,448,0,535,427,479.666666666666
201812상순,245,양파,0,양파,중품,kg,1,1324,0,1340,1749,1451.66666666666
201812상순,245,양파,0,양파,상품,kg,1,1642,0,1665,2143,1885.66666666666
201812상순,246,파,2,쪽파,중품,kg,1,2570,0,3280,2185,2717.33333333333
201812상순,246,파,0,대파,상품,kg,1,3204,0,3333,2874,2896.66666666666
201812상순,246,파,0,대파,중품,kg,1,2051,0,2277,1840,1893.0
201812상순,246,파,2,쪽파,상품,kg,1,4040,0,4817,3299,4275.33333333333
201812중순,152,감자,1,수미,중품,g,100,293,0,280,254,190.666666666666
201812중순,152,감자,1,수미,상품,g,100,437,0,370,359,269.666666666666
201812중순,241,건고추,2,양건,상품,g,600,19847,0,19798,20535,12544.6666666666
201812중순,241,건고추,2,양건,중품,g,600,17506,0,17689,18085,11303.3333333333
201812중순,241,건고추,0,화건,상품,g,600,17407,0,17616,17529,10426.0
201812중순,241,건고추,0,화건,중품,g,600,15785,0,15909,15762,9093.66666666666
201812중순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7129,0,7082,7466,6568.0
201812중순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,8965,0,8712,9565,8722.66666666666
201812중순,231,무,6,월동,중품,개,1,1214,0,0,1347,1157.66666666666
201812중순,231,무,3,가을,중품,개,1,1126,0,1253,1047,1019.33333333333
201812중순,231,무,3,가을,상품,개,1,1486,0,1636,1487,1442.66666666666
201812중순,231,무,6,월동,상품,개,1,1502,0,0,1675,1431.66666666666
201812중순,412,배,1,신고,중품,개,10,23128,0,21173,17216,18840.6666666666
201812중순,211,배추,3,가을,중품,포기,1,2242,0,2477,2059,1993.33333333333
201812중순,211,배추,3,가을,상품,포기,1,2824,0,3040,2684,2441.0
201812중순,411,사과,5,후지,중품,개,10,16406,0,14893,15168,14420.6666666666
201812중순,214,상추,1,적,상품,g,100,707,0,755,711,749.333333333333
201812중순,214,상추,2,청,중품,g,100,449,0,473,445,496.0
201812중순,214,상추,1,적,중품,g,100,480,0,509,497,554.333333333333
201812중순,245,양파,0,양파,상품,kg,1,1665,0,1618,2130,1927.66666666666
201812중순,245,양파,0,양파,중품,kg,1,1333,0,1326,1747,1456.66666666666
201812중순,246,파,2,쪽파,중품,kg,1,2567,0,3135,2486,2843.0
201812중순,246,파,2,쪽파,상품,kg,1,4211,0,4734,3765,4855.33333333333
201812중순,246,파,0,대파,상품,kg,1,3253,0,3416,2972,2987.33333333333
201812중순,246,파,0,대파,중품,kg,1,2092,0,2224,1915,1893.0
201812하순,152,감자,1,수미,중품,g,100,295,0,282,262,193.0
201812하순,152,감자,1,수미,상품,g,100,426,0,414,333,268.666666666666
201812하순,241,건고추,2,양건,중품,g,600,17311,0,17660,18067,11297.3333333333
201812하순,241,건고추,0,화건,중품,g,600,15655,0,15875,15762,9093.66666666666
201812하순,241,건고추,0,화건,상품,g,600,17271,0,17637,17529,10424.6666666666
201812하순,241,건고추,2,양건,상품,g,600,19691,0,19945,20420,12539.0
201812하순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7114,0,7091,7505,6573.0
201812하순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,8912,0,8449,9692,8873.0
201812하순,231,무,6,월동,상품,개,1,1501,0,0,1623,1413.33333333333
201812하순,231,무,6,월동,중품,개,1,1170,0,0,1356,1126.0
201812하순,231,무,3,가을,상품,개,1,1524,0,1565,1570,1479.0
201812하순,231,무,3,가을,중품,개,1,1147,0,1142,1020,1014.66666666666
201812하순,412,배,1,신고,중품,개,10,23643,0,21925,17255,18544.3333333333
201812하순,211,배추,3,가을,중품,포기,1,2325,0,2235,2319,2082.66666666666
201812하순,211,배추,3,가을,상품,포기,1,2795,0,2965,2844,2519.66666666666
201812하순,411,사과,5,후지,중품,개,10,16660,0,15792,14990,14194.3333333333
201812하순,214,상추,1,적,중품,g,100,535,0,482,597,654.333333333333
201812하순,214,상추,2,청,중품,g,100,477,0,459,544,604.0
201812하순,214,상추,1,적,상품,g,100,733,0,730,847,903.333333333333
201812하순,245,양파,0,양파,상품,kg,1,1665,0,1632,2116,1927.0
201812하순,245,양파,0,양파,중품,kg,1,1339,0,1329,1747,1457.66666666666
201812하순,246,파,0,대파,상품,kg,1,3247,0,3273,2976,2917.0
201812하순,246,파,0,대파,중품,kg,1,2021,0,2157,2037,1888.33333333333
201812하순,246,파,2,쪽파,중품,kg,1,2840,0,2678,3227,3354.0
201812하순,246,파,2,쪽파,상품,kg,1,4620,0,4289,4898,5395.66666666666
201901상순,152,감자,1,수미,상품,g,100,392,0,421,331,266.666666666666
201901상순,152,감자,1,수미,중품,g,100,287,0,287,265,194.666666666666
201901상순,152,감자,2,대지마,상품,g,100,588,0,0,603,0.0
201901상순,241,건고추,0,화건,중품,g,600,15674,0,15791,15759,9060.0
201901상순,241,건고추,2,양건,상품,g,600,19714,0,19953,20674,12557.3333333333
201901상순,241,건고추,2,양건,중품,g,600,17344,0,17564,18115,11311.0
201901상순,241,건고추,0,화건,상품,g,600,17301,0,17474,17557,10442.6666666666
201901상순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7076,0,7129,7489,6579.0
201901상순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9133,0,8841,9662,8764.33333333333
201901상순,231,무,6,월동,상품,개,1,1450,0,0,1663,1418.66666666666
201901상순,231,무,6,월동,중품,개,1,1186,0,0,1310,1128.33333333333
201901상순,412,배,1,신고,중품,개,10,23133,0,22317,17524,18632.0
201901상순,211,배추,3,가을,상품,포기,1,2887,0,2814,2925,0.0
201901상순,211,배추,6,월동,중품,포기,1,2312,0,0,2443,2157.0
201901상순,211,배추,6,월동,상품,포기,1,2692,0,0,2960,2575.66666666666
201901상순,211,배추,3,가을,중품,포기,1,2342,0,2164,2384,0.0
201901상순,411,사과,5,후지,중품,개,10,16266,0,16429,14945,14412.6666666666
201901상순,214,상추,1,적,중품,g,100,568,0,475,669,745.666666666666
201901상순,214,상추,1,적,상품,g,100,760,0,703,943,994.333333333333
201901상순,214,상추,2,청,중품,g,100,498,0,448,617,688.333333333333
201901상순,245,양파,0,양파,상품,kg,1,1637,0,1642,2088,1887.0
201901상순,245,양파,0,양파,중품,kg,1,1342,0,1324,1747,1462.66666666666
201901상순,246,파,2,쪽파,중품,kg,1,3376,0,2570,4052,4056.33333333333
201901상순,246,파,2,쪽파,상품,kg,1,5181,0,4040,5517,6025.33333333333
201901상순,246,파,0,대파,상품,kg,1,3244,0,3204,2967,2908.0
201901상순,246,파,0,대파,중품,kg,1,2053,0,2051,2087,1914.33333333333
201901중순,152,감자,2,대지마,상품,g,100,524,0,0,583,0.0
201901중순,152,감자,1,수미,상품,g,100,375,0,437,340,260.0
201901중순,152,감자,1,수미,중품,g,100,281,0,293,274,199.666666666666
201901중순,241,건고추,0,화건,중품,g,600,15694,0,15785,15881,9061.66666666666
201901중순,241,건고추,2,양건,중품,g,600,17380,0,17506,18426,11314.0
201901중순,241,건고추,2,양건,상품,g,600,19766,0,19847,21071,12561.3333333333
201901중순,241,건고추,0,화건,상품,g,600,17323,0,17407,17745,10444.0
201901중순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9244,0,8965,9698,8698.66666666666
201901중순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,6987,0,7129,7487,6626.66666666666
201901중순,231,무,6,월동,중품,개,1,1202,0,1214,1360,1146.0
201901중순,231,무,6,월동,상품,개,1,1400,0,1502,1570,1388.66666666666
201901중순,412,배,1,신고,중품,개,10,23396,0,23128,17788,19000.6666666666
201901중순,211,배추,6,월동,상품,포기,1,2658,0,0,3038,2561.33333333333
201901중순,211,배추,6,월동,중품,포기,1,2305,0,0,2534,2138.66666666666
201901중순,411,사과,5,후지,중품,개,10,16094,0,16406,14833,14581.0
201901중순,214,상추,2,청,중품,g,100,502,0,449,623,591.333333333333
201901중순,214,상추,1,적,상품,g,100,768,0,707,1003,954.0
201901중순,214,상추,1,적,중품,g,100,571,0,480,692,654.666666666666
201901중순,245,양파,0,양파,상품,kg,1,1642,0,1665,2070,1982.66666666666
201901중순,245,양파,0,양파,중품,kg,1,1352,0,1333,1747,1535.0
201901중순,246,파,2,쪽파,상품,kg,1,5255,0,4211,5862,6315.0
201901중순,246,파,0,대파,중품,kg,1,1999,0,2092,2149,1926.66666666666
201901중순,246,파,0,대파,상품,kg,1,3003,0,3253,3035,2816.66666666666
201901중순,246,파,2,쪽파,중품,kg,1,3658,0,2567,4488,4351.66666666666
201901하순,152,감자,1,수미,상품,g,100,402,0,426,370,250.0
201901하순,152,감자,1,수미,중품,g,100,291,0,295,289,199.333333333333
201901하순,152,감자,2,대지마,상품,g,100,503,0,0,615,0.0
201901하순,241,건고추,0,화건,중품,g,600,15755,0,15655,15969,9061.66666666666
201901하순,241,건고추,0,화건,상품,g,600,17359,0,17271,17807,10444.0
201901하순,241,건고추,2,양건,상품,g,600,19769,0,19691,21038,12561.3333333333
201901하순,241,건고추,2,양건,중품,g,600,17368,0,17311,18433,11314.0
201901하순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9261,0,8912,9612,8676.0
201901하순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,6997,0,7114,7465,6718.33333333333
201901하순,231,무,6,월동,상품,개,1,1411,0,1501,1619,1451.0
201901하순,231,무,6,월동,중품,개,1,1153,0,1170,1347,1216.33333333333
201901하순,412,배,1,신고,중품,개,10,24707,0,23643,18741,19845.0
201901하순,211,배추,6,월동,중품,포기,1,2084,0,0,2614,2233.66666666666
201901하순,211,배추,6,월동,상품,포기,1,2518,0,0,3207,2687.66666666666
201901하순,411,사과,5,후지,중품,개,10,16151,0,16660,15245,14953.0
201901하순,214,상추,1,적,중품,g,100,556,0,535,693,643.0
201901하순,214,상추,2,청,중품,g,100,486,0,477,613,577.0
201901하순,214,상추,1,적,상품,g,100,745,0,733,972,863.333333333333
201901하순,245,양파,0,양파,중품,kg,1,1323,0,1339,1749,1582.66666666666
201901하순,245,양파,0,양파,상품,kg,1,1551,0,1665,2084,2017.66666666666
201901하순,246,파,0,대파,상품,kg,1,2808,0,3247,3068,2859.33333333333
201901하순,246,파,2,쪽파,중품,kg,1,3665,0,2840,4552,4460.33333333333
201901하순,246,파,2,쪽파,상품,kg,1,5315,0,4620,6000,6263.66666666666
201901하순,246,파,0,대파,중품,kg,1,1935,0,2021,2123,2042.0
201902상순,152,감자,2,대지마,상품,g,100,519,0,588,642,0.0
201902상순,152,감자,1,수미,상품,g,100,412,0,392,424,250.333333333333
201902상순,152,감자,1,수미,중품,g,100,294,0,287,298,200.666666666666
201902상순,241,건고추,2,양건,상품,g,600,19769,0,19714,21038,12561.3333333333
201902상순,241,건고추,0,화건,상품,g,600,17338,0,17301,17771,10444.0
201902상순,241,건고추,2,양건,중품,g,600,17356,0,17344,18433,11314.0
201902상순,241,건고추,0,화건,중품,g,600,15800,0,15674,15969,9061.66666666666
201902상순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9475,0,9133,9570,8878.0
201902상순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7188,0,7076,7502,6941.33333333333
201902상순,231,무,6,월동,중품,개,1,1135,0,1186,1921,1554.0
201902상순,231,무,6,월동,상품,개,1,1409,0,1450,2066,1756.0
201902상순,412,배,1,신고,중품,개,10,25433,0,23133,18626,20466.3333333333
201902상순,211,배추,6,월동,중품,포기,1,2089,0,2312,3167,2557.33333333333
201902상순,211,배추,6,월동,상품,포기,1,2625,0,2692,4099,3057.0
201902상순,411,사과,5,후지,중품,개,10,17428,0,16266,15517,15124.3333333333
201902상순,214,상추,1,적,상품,g,100,753,0,760,978,833.666666666666
201902상순,214,상추,1,적,중품,g,100,550,0,568,717,631.333333333333
201902상순,214,상추,2,청,중품,g,100,483,0,498,648,566.333333333333
201902상순,245,양파,0,양파,중품,kg,1,1318,0,1342,1755,1615.0
201902상순,245,양파,0,양파,상품,kg,1,1575,0,1637,2089,2092.66666666666
201902상순,246,파,2,쪽파,상품,kg,1,6040,0,5181,6035,6388.66666666666
201902상순,246,파,0,대파,상품,kg,1,2765,0,3244,3453,3125.0
201902상순,246,파,0,대파,중품,kg,1,1902,0,2053,2671,2222.33333333333
201902상순,246,파,2,쪽파,중품,kg,1,4113,0,3376,4653,4804.0
201902중순,152,감자,2,대지마,상품,g,100,515,0,524,647,0.0
201902중순,152,감자,1,수미,중품,g,100,279,0,281,329,200.666666666666
201902중순,152,감자,1,수미,상품,g,100,401,0,375,484,256.666666666666
201902중순,241,건고추,2,양건,상품,g,600,19769,0,19766,20932,12558.0
201902중순,241,건고추,2,양건,중품,g,600,17356,0,17380,18433,11310.6666666666
201902중순,241,건고추,0,화건,상품,g,600,17227,0,17323,17675,10431.0
201902중순,241,건고추,0,화건,중품,g,600,15791,0,15694,15969,9048.66666666666
201902중순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7124,0,6987,7602,7002.66666666666
201902중순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9556,0,9244,9656,9029.33333333333
201902중순,231,무,6,월동,중품,개,1,1128,0,1202,2482,1562.66666666666
201902중순,231,무,6,월동,상품,개,1,1394,0,1400,2688,1808.66666666666
201902중순,412,배,1,신고,중품,개,10,26156,0,23396,19531,20922.3333333333
201902중순,211,배추,6,월동,중품,포기,1,2094,0,2305,3617,2577.0
201902중순,211,배추,6,월동,상품,포기,1,2504,0,2658,4491,3111.66666666666
201902중순,411,사과,5,후지,중품,개,10,17296,0,16094,15697,15168.6666666666
201902중순,214,상추,2,청,중품,g,100,463,0,502,660,568.0
201902중순,214,상추,1,적,중품,g,100,517,0,571,707,617.333333333333
201902중순,214,상추,1,적,상품,g,100,718,0,768,976,811.0
201902중순,245,양파,0,양파,중품,kg,1,1312,0,1352,1790,1654.33333333333
201902중순,245,양파,0,양파,상품,kg,1,1583,0,1642,2106,2097.0
201902중순,246,파,2,쪽파,상품,kg,1,5566,0,5255,6406,6838.0
201902중순,246,파,0,대파,상품,kg,1,2646,0,3003,4219,3468.33333333333
201902중순,246,파,0,대파,중품,kg,1,1814,0,1999,2938,2319.33333333333
201902중순,246,파,2,쪽파,중품,kg,1,3726,0,3658,4795,4983.0
201902하순,152,감자,1,수미,중품,g,100,282,0,291,355,201.333333333333
201902하순,152,감자,1,수미,상품,g,100,424,0,402,509,306.0
201902하순,152,감자,2,대지마,상품,g,100,526,0,503,670,534.333333333333
201902하순,241,건고추,0,화건,중품,g,600,15764,0,15755,15969,9036.0
201902하순,241,건고추,2,양건,중품,g,600,17356,0,17368,18433,11290.3333333333
201902하순,241,건고추,0,화건,상품,g,600,17194,0,17359,17531,10418.3333333333
201902하순,241,건고추,2,양건,상품,g,600,19769,0,19769,20773,12539.0
201902하순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9406,0,9261,9728,9014.0
201902하순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7006,0,6997,7551,6980.33333333333
201902하순,231,무,6,월동,상품,개,1,1318,0,1411,2696,1751.0
201902하순,231,무,6,월동,중품,개,1,1081,0,1153,2257,1493.0
201902하순,412,배,1,신고,중품,개,10,25555,0,24707,19409,20305.6666666666
201902하순,211,배추,6,월동,중품,포기,1,2144,0,2084,3450,2605.66666666666
201902하순,211,배추,6,월동,상품,포기,1,2331,0,2518,4284,3114.33333333333
201902하순,411,사과,5,후지,중품,개,10,16916,0,16151,15298,15155.3333333333
201902하순,214,상추,2,청,중품,g,100,438,0,486,542,464.666666666666
201902하순,214,상추,1,적,상품,g,100,665,0,745,868,701.666666666666
201902하순,214,상추,1,적,중품,g,100,482,0,556,580,504.0
201902하순,245,양파,0,양파,중품,kg,1,1269,0,1323,1790,1647.66666666666
201902하순,245,양파,0,양파,상품,kg,1,1515,0,1551,2086,2075.0
201902하순,246,파,2,쪽파,상품,kg,1,4980,0,5315,5254,6425.33333333333
201902하순,246,파,0,대파,중품,kg,1,1753,0,1935,2342,2189.66666666666
201902하순,246,파,0,대파,상품,kg,1,2370,0,2808,3671,3355.0
201902하순,246,파,2,쪽파,중품,kg,1,3314,0,3665,3907,4663.33333333333
201903상순,152,감자,1,수미,중품,g,100,269,0,294,331,222.333333333333
201903상순,152,감자,2,대지마,상품,g,100,477,0,519,681,526.333333333333
201903상순,152,감자,1,수미,상품,g,100,420,0,412,546,365.666666666666
201903상순,241,건고추,0,화건,상품,g,600,17194,0,17338,17500,10401.0
201903상순,241,건고추,2,양건,중품,g,600,17356,0,17356,18290,11258.0
201903상순,241,건고추,2,양건,상품,g,600,19769,0,19769,20751,12516.0
201903상순,241,건고추,0,화건,중품,g,600,15764,0,15800,15931,9019.33333333333
201903상순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7063,0,7188,7551,6978.33333333333
201903상순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9319,0,9475,9428,8844.33333333333
201903상순,231,무,6,월동,상품,개,1,1346,0,1409,2788,1788.66666666666
201903상순,231,무,6,월동,중품,개,1,1142,0,1135,2359,1516.33333333333
201903상순,412,배,1,신고,중품,개,10,25660,0,25433,19165,19707.0
201903상순,211,배추,6,월동,상품,포기,1,2316,0,2625,4297,3325.0
201903상순,211,배추,6,월동,중품,포기,1,1981,0,2089,3465,2682.66666666666
201903상순,411,사과,5,후지,중품,개,10,15970,0,17428,15166,15054.6666666666
201903상순,214,상추,1,적,중품,g,100,472,0,550,471,459.666666666666
201903상순,214,상추,2,청,중품,g,100,436,0,483,450,431.333333333333
201903상순,214,상추,1,적,상품,g,100,672,0,753,674,639.0
201903상순,245,양파,0,양파,상품,kg,1,1544,0,1575,2079,2055.0
201903상순,245,양파,0,양파,중품,kg,1,1272,0,1318,1789,1643.66666666666
201903상순,246,파,2,쪽파,상품,kg,1,4795,0,6040,4216,5780.66666666666
201903상순,246,파,2,쪽파,중품,kg,1,3018,0,4113,3067,4041.33333333333
201903상순,246,파,0,대파,상품,kg,1,2313,0,2765,3272,3305.66666666666
201903상순,246,파,0,대파,중품,kg,1,1702,0,1902,2167,2227.0
201903중순,152,감자,1,수미,상품,g,100,404,0,401,551,405.0
201903중순,152,감자,1,수미,중품,g,100,286,0,279,345,240.666666666666
201903중순,241,건고추,0,화건,중품,g,600,15753,0,15791,15831,9011.0
201903중순,241,건고추,0,화건,상품,g,600,17148,0,17227,17419,10392.6666666666
201903중순,241,건고추,2,양건,중품,g,600,17356,0,17356,18157,11250.0
201903중순,241,건고추,2,양건,상품,g,600,19608,0,19769,20695,12508.0
201903중순,258,깐마늘(국산),1,깐마늘(국산),상품,kg,1,9419,0,9556,9599,8988.66666666666
201903중순,258,깐마늘(국산),1,깐마늘(국산),중품,kg,1,7054,0,7124,7547,7001.33333333333
201903중순,231,무,6,월동,중품,개,1,1144,0,1128,2403,1523.33333333333
201903중순,231,무,6,월동,상품,개,1,1337,0,1394,2716,1801.66666666666
201903중순,412,배,1,신고,중품,개,10,25936,0,26156,18989,19196.3333333333
201903중순,211,배추,6,월동,중품,포기,1,1969,0,2094,3621,2757.66666666666
201903중순,211,배추,6,월동,상품,포기,1,2250,0,2504,4292,3384.0
201903중순,411,사과,5,후지,중품,개,10,15995,0,17296,15420,14807.3333333333
201903중순,214,상추,1,적,중품,g,100,464,0,517,445,435.666666666666
201903중순,214,상추,1,적,상품,g,100,680,0,718,621,607.666666666666
201903중순,214,상추,2,청,중품,g,100,434,0,463,429,407.333333333333
201903중순,245,양파,0,양파,상품,kg,1,1521,0,1583,2063,2039.66666666666
201903중순,245,양파,0,양파,중품,kg,1,1276,0,1312,1754,1614.0
201903중순,246,파,0,대파,상품,kg,1,2239,0,2646,3014,3245.0
201903중순,246,파,0,대파,중품,kg,1,1636,0,1814,2106,2154.33333333333
201903중순,246,파,2,쪽파,중품,kg,1,2352,0,3726,2213,3106.66666666666
