YYYYMMSOON,가락시장 품목코드(5자리),품목(품종)명,거래단위,등급(특 5% 상 35% 중 40% 하 20%),평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON
202006중순,23100,무,20키로상자,상,11275.1111111111,11056.7777777777,8403.88888888888,8804.77777777777,0.0
202006하순,23100,무,20키로상자,상,12730.75,11275.1111111111,8992.0,8363.625,0.0
202007상순,23100,무,20키로상자,상,11513.8888888888,12730.75,11056.7777777777,8150.66666666666,0.0
202007중순,23100,무,20키로상자,상,11745.75,11513.8888888888,11275.1111111111,8929.77777777777,0.0
202007하순,23100,무,20키로상자,상,10808.7,11745.75,12730.75,5794.66666666666,0.0
202008상순,23100,무,20키로상자,상,12764.7142857142,10808.7,11513.8888888888,6928.875,0.0
202008중순,23100,무,20키로상자,상,13421.4444444444,12764.7142857142,11745.75,8141.125,0.0
202008하순,23100,무,20키로상자,상,23336.4444444444,13421.4444444444,10808.7,9616.4,0.0
202009상순,23100,무,20키로상자,상,23616.7777777777,23336.4444444444,12764.7142857142,12056.0,0.0
202009중순,23100,무,20키로상자,상,22132.625,23616.7777777777,13421.4444444444,10907.2857142857,0.0
202009하순,23100,무,20키로상자,상,24916.7777777777,22132.625,23336.4444444444,12324.625,0.0
202010상순,23100,무,20키로상자,상,20661.8333333333,24916.7777777777,23616.7777777777,20287.5555555555,0.0
202010중순,23100,무,20키로상자,상,14746.125,20661.8333333333,22132.625,18901.625,0.0
202010하순,23100,무,20키로상자,상,11304.1,14746.125,24916.7777777777,20094.5,0.0
202011상순,23100,무,20키로상자,상,11496.5,11304.1,20661.8333333333,18687.625,0.0
202011중순,23100,무,20키로상자,상,10245.1111111111,11496.5,14746.125,19210.5555555555,0.0
202011하순,23100,무,20키로상자,상,8736.375,10245.1111111111,11304.1,18696.6666666666,0.0
202012상순,23100,무,20키로상자,상,8982.44444444444,8736.375,11496.5,22651.625,0.0
202012중순,23100,무,20키로상자,상,12022.75,8982.44444444444,10245.1111111111,25629.1111111111,0.0
202012하순,23100,무,20키로상자,상,14112.3,12022.75,8736.375,24146.3333333333,0.0
202101상순,23100,무,20키로상자,상,15453.6666666666,14112.3,8982.44444444444,25478.8571428571,0.0
202101중순,23100,무,20키로상자,상,14208.5555555555,15453.6666666666,12022.75,19378.125,0.0
202101하순,23100,무,20키로상자,상,11529.4444444444,14208.5555555555,14112.3,17105.875,0.0
202102상순,23100,무,20키로상자,상,9098.88888888888,11529.4444444444,15453.6666666666,10902.25,0.0
202102중순,23100,무,20키로상자,상,8339.71428571428,9098.88888888888,14208.5555555555,11589.2222222222,0.0
202102하순,23100,무,20키로상자,상,7570.66666666666,8339.71428571428,11529.4444444444,9167.875,0.0
202103상순,23100,무,20키로상자,상,7826.11111111111,7570.66666666666,9098.88888888888,10112.0,0.0
202103중순,23100,무,20키로상자,상,8207.88888888888,7826.11111111111,8339.71428571428,8490.55555555555,0.0
202103하순,23100,무,20키로상자,상,7181.88888888888,8207.88888888888,7570.66666666666,10133.0,0.0
202104상순,23100,무,20키로상자,상,7465.11111111111,7181.88888888888,7826.11111111111,8164.55555555555,0.0
202104중순,23100,무,20키로상자,상,8290.625,7465.11111111111,8207.88888888888,9708.875,0.0
202104하순,23100,무,20키로상자,상,8946.33333333333,8290.625,7181.88888888888,10186.7777777777,0.0
202105상순,23100,무,20키로상자,상,9051.875,8946.33333333333,7465.11111111111,9875.0,0.0
202105중순,23100,무,20키로상자,상,8165.22222222222,9051.875,8290.625,8403.88888888888,0.0
202105하순,23100,무,20키로상자,상,8496.88888888888,8165.22222222222,8946.33333333333,8992.0,0.0
202106상순,23100,무,20키로상자,상,9258.0,8496.88888888888,9051.875,11056.7777777777,0.0
202106중순,23100,무,20키로상자,상,8435.75,9258.0,8165.22222222222,11275.1111111111,0.0
202106하순,23100,무,20키로상자,상,9150.44444444444,8435.75,8496.88888888888,12730.75,0.0
202107상순,23100,무,20키로상자,상,12564.0,9150.44444444444,9258.0,11513.8888888888,0.0
202107중순,23100,무,20키로상자,상,9012.75,12564.0,8435.75,11745.75,0.0
202107하순,23100,무,20키로상자,상,11067.1,9012.75,9150.44444444444,10808.7,0.0
202108상순,23100,무,20키로상자,상,13885.2857142857,11067.1,12564.0,12764.7142857142,0.0
202108중순,23100,무,20키로상자,상,10580.6666666666,13885.2857142857,9012.75,13421.4444444444,0.0
202108하순,23100,무,20키로상자,상,10101.5555555555,10580.6666666666,11067.1,23336.4444444444,0.0
202109상순,23100,무,20키로상자,상,9531.0,10101.5555555555,13885.2857142857,23616.7777777777,0.0
202109중순,23100,무,20키로상자,상,10187.1428571428,9531.0,10580.6666666666,22132.625,0.0
202109하순,23100,무,20키로상자,상,8076.33333333333,10187.1428571428,10101.5555555555,24916.7777777777,0.0
202110상순,23100,무,20키로상자,상,7584.5,8076.33333333333,9531.0,20661.8333333333,0.0
202110중순,23100,무,20키로상자,상,8729.55555555555,7584.5,10187.1428571428,14746.125,0.0
202110하순,23100,무,20키로상자,상,10916.8888888888,8729.55555555555,8076.33333333333,11304.1,0.0
202111상순,23100,무,20키로상자,상,10744.4444444444,10916.8888888888,7584.5,11496.5,0.0
202111중순,23100,무,20키로상자,상,12581.1111111111,10744.4444444444,8729.55555555555,10245.1111111111,0.0
202111하순,23100,무,20키로상자,상,11107.375,12581.1111111111,10916.8888888888,8736.375,0.0
202112상순,23100,무,20키로상자,상,11457.6666666666,11107.375,10744.4444444444,8982.44444444444,0.0
202112중순,23100,무,20키로상자,상,10597.75,11457.6666666666,12581.1111111111,12022.75,0.0
202112하순,23100,무,20키로상자,상,10748.2,10597.75,11107.375,14112.3,0.0
202201상순,23100,무,20키로상자,상,10840.5714285714,10748.2,11457.6666666666,15453.6666666666,0.0
202201중순,23100,무,20키로상자,상,11261.2222222222,10840.5714285714,10597.75,14208.5555555555,0.0
202201하순,23100,무,20키로상자,상,12637.75,11261.2222222222,10748.2,11529.4444444444,0.0
202202상순,23100,무,20키로상자,상,10062.6666666666,12637.75,10840.5714285714,9098.88888888888,0.0
202202중순,23100,무,20키로상자,상,10841.5,10062.6666666666,11261.2222222222,8339.71428571428,0.0
202202하순,23100,무,20키로상자,상,11499.5714285714,10841.5,12637.75,7570.66666666666,0.0
202203상순,23100,무,20키로상자,상,10466.2222222222,11499.5714285714,10062.6666666666,7826.11111111111,0.0
202203중순,23100,무,20키로상자,상,9714.625,10466.2222222222,10841.5,8207.88888888888,0.0
202203하순,23100,무,20키로상자,상,9968.0,9714.625,11499.5714285714,7181.88888888888,0.0
202204상순,23100,무,20키로상자,상,9745.875,9968.0,10466.2222222222,7465.11111111111,0.0
202204중순,23100,무,20키로상자,상,9411.55555555555,9745.875,9714.625,8290.625,0.0
202204하순,23100,무,20키로상자,상,11303.7777777777,9411.55555555555,9968.0,8946.33333333333,0.0
202205상순,23100,무,20키로상자,상,13589.25,11303.7777777777,9745.875,9051.875,0.0
202205중순,23100,무,20키로상자,상,13568.6666666666,13589.25,9411.55555555555,8165.22222222222,0.0
202205하순,23100,무,20키로상자,상,14167.2222222222,13568.6666666666,11303.7777777777,8496.88888888888,0.0
202206상순,23100,무,20키로상자,상,13693.2222222222,14167.2222222222,13589.25,9258.0,0.0
202206중순,23100,무,20키로상자,상,13381.625,13693.2222222222,13568.6666666666,8435.75,0.0
202206하순,23100,무,20키로상자,상,14488.1111111111,13381.625,14167.2222222222,9150.44444444444,0.0
202207상순,23100,무,20키로상자,상,16167.625,14488.1111111111,13693.2222222222,12564.0,0.0
202207중순,23100,무,20키로상자,상,18460.4444444444,16167.625,13381.625,9012.75,0.0
202207하순,23100,무,20키로상자,상,21599.2222222222,18460.4444444444,14488.1111111111,11067.1,0.0
202208상순,23100,무,20키로상자,상,22569.3333333333,21599.2222222222,16167.625,13885.2857142857,0.0
202208중순,23100,무,20키로상자,상,20734.8888888888,22569.3333333333,18460.4444444444,10580.6666666666,0.0
202208하순,23100,무,20키로상자,상,22757.5555555555,20734.8888888888,21599.2222222222,10101.5555555555,0.0
202209상순,23100,무,20키로상자,상,28908.25,22757.5555555555,22569.3333333333,9531.0,0.0
202209중순,23100,무,20키로상자,상,25497.7142857142,28908.25,20734.8888888888,10187.1428571428,0.0
202209하순,23100,무,20키로상자,상,31412.0,25497.7142857142,22757.5555555555,8076.33333333333,0.0
202210상순,23100,무,20키로상자,상,34129.25,31412.0,28908.25,7584.5,0.0
202210중순,23100,무,20키로상자,상,22464.1111111111,34129.25,25497.7142857142,8729.55555555555,0.0
202210하순,23100,무,20키로상자,상,21770.7777777777,22464.1111111111,31412.0,10916.8888888888,0.0
202211상순,23100,무,20키로상자,상,13996.3333333333,21770.7777777777,34129.25,10744.4444444444,0.0
202211중순,23100,무,20키로상자,상,11933.375,13996.3333333333,22464.1111111111,12581.1111111111,0.0
202211하순,23100,무,20키로상자,상,10350.1111111111,11933.375,21770.7777777777,11107.375,0.0
202212상순,23100,무,20키로상자,상,11416.1111111111,10350.1111111111,13996.3333333333,11457.6666666666,0.0
202212중순,23100,무,20키로상자,상,11222.5,11416.1111111111,11933.375,10597.75,0.0
202212하순,23100,무,20키로상자,상,12959.2,11222.5,10350.1111111111,10748.2,0.0
201801상순,24400,양파,1키로,상,1144.42857142857,1123.77777777777,1159.75,1231.28571428571,1149.125
201801중순,24400,양파,1키로,상,1041.22222222222,1144.42857142857,1151.0,1196.44444444444,1125.01388888888
201801하순,24400,양파,1키로,상,1036.44444444444,1041.22222222222,1123.77777777777,1282.83333333333,1180.73333333333
201802상순,24400,양파,1키로,상,1045.77777777777,1036.44444444444,1144.42857142857,1355.11111111111,1192.2037037037
201802중순,24400,양파,1키로,상,1098.16666666666,1045.77777777777,1041.22222222222,1306.125,1133.85648148148
201802하순,24400,양파,1키로,상,922.142857142857,1098.16666666666,1036.44444444444,1352.0,1227.75396825396
201803상순,24400,양파,1키로,상,879.0,922.142857142857,1045.77777777777,1371.44444444444,1242.89814814814
201803중순,24400,양파,1키로,상,675.125,879.0,1098.16666666666,1332.25,1173.18518518518
201803하순,24400,양파,1키로,상,644.0,675.125,922.142857142857,1617.6,1234.45555555555
201804상순,24400,양파,1키로,상,647.25,644.0,879.0,1364.75,1276.02777777777
201804중순,24400,양파,1키로,상,759.777777777777,647.25,675.125,1035.55555555555,1062.51388888888
201804하순,24400,양파,1키로,상,954.375,759.777777777777,644.0,807.0,812.444444444444
201805상순,24400,양파,1키로,상,835.888888888888,954.375,647.25,964.0,796.217592592592
201805중순,24400,양파,1키로,상,592.5,835.888888888888,759.777777777777,993.888888888888,769.962962962962
201805하순,24400,양파,1키로,상,553.4,592.5,954.375,966.666666666666,738.074074074074
201806상순,24400,양파,1키로,상,679.25,553.4,835.888888888888,1090.88888888888,828.569444444444
201806중순,24400,양파,1키로,상,741.888888888888,679.25,592.5,1075.5,911.421296296296
201806하순,24400,양파,1키로,상,658.777777777777,741.888888888888,553.4,1078.0,863.939814814814
201807상순,24400,양파,1키로,상,697.375,658.777777777777,679.25,1148.375,904.180555555555
201807중순,24400,양파,1키로,상,712.666666666666,697.375,741.888888888888,1193.33333333333,878.629629629629
201807하순,24400,양파,1키로,상,799.222222222222,712.666666666666,658.777777777777,1168.0,921.111111111111
201808상순,24400,양파,1키로,상,910.875,799.222222222222,697.375,1268.125,995.268518518518
201808중순,24400,양파,1키로,상,803.625,910.875,712.666666666666,1239.5,990.555555555555
201808하순,24400,양파,1키로,상,809.9,803.625,799.222222222222,1139.7,975.196296296296
201809상순,24400,양파,1키로,상,789.875,809.9,910.875,1206.625,996.134259259259
201809중순,24400,양파,1키로,상,764.333333333333,789.875,803.625,1190.66666666666,1024.30793650793
201809하순,24400,양파,1키로,상,717.6,764.333333333333,809.9,1158.11111111111,1012.33333333333
201810상순,24400,양파,1키로,상,807.888888888888,717.6,789.875,1263.8,1048.71574074074
201810중순,24400,양파,1키로,상,708.0,807.888888888888,764.333333333333,1211.88888888888,1019.03703703703
201810하순,24400,양파,1키로,상,713.777777777777,708.0,717.6,1135.88888888888,1011.81481481481
201811상순,24400,양파,1키로,상,724.111111111111,713.777777777777,807.888888888888,1214.33333333333,1054.29166666666
201811중순,24400,양파,1키로,상,719.625,724.111111111111,708.0,1181.75,1036.49074074074
201811하순,24400,양파,1키로,상,677.222222222222,719.625,713.777777777777,1193.55555555555,1022.22222222222
201812상순,24400,양파,1키로,상,648.75,677.222222222222,724.111111111111,1159.75,1005.04166666666
201812중순,24400,양파,1키로,상,695.666666666666,648.75,719.625,1151.0,977.138888888889
201812하순,24400,양파,1키로,상,650.0,695.666666666666,677.222222222222,1123.77777777777,983.333333333333
201901상순,24400,양파,1키로,상,721.857142857142,650.0,648.75,1144.42857142857,1056.36309523809
201901중순,24400,양파,1키로,상,582.625,721.857142857142,695.666666666666,1041.22222222222,996.013888888888
201901하순,24400,양파,1키로,상,574.6,582.625,650.0,1036.44444444444,1019.64814814814
201902상순,24400,양파,1키로,상,610.4,574.6,721.857142857142,1045.77777777777,1052.62962962962
201902중순,24400,양파,1키로,상,645.333333333333,610.4,582.625,1098.16666666666,1033.76388888888
201902하순,24400,양파,1키로,상,593.428571428571,645.333333333333,574.6,922.142857142857,1031.65873015873
201903상순,24400,양파,1키로,상,668.375,593.428571428571,610.4,879.0,995.898148148148
201903중순,24400,양파,1키로,상,667.333333333333,668.375,645.333333333333,675.125,892.310185185185
201903하순,24400,양파,1키로,상,762.444444444444,667.333333333333,593.428571428571,644.0,909.922222222222
201904상순,24400,양파,1키로,상,1005.77777777777,762.444444444444,668.375,647.25,944.777777777777
201904중순,24400,양파,1키로,상,973.666666666666,1005.77777777777,667.333333333333,759.777777777777,834.069444444444
201904하순,24400,양파,1키로,상,729.25,973.666666666666,762.444444444444,954.375,812.444444444444
201905상순,24400,양파,1키로,상,725.666666666666,729.25,1005.77777777777,835.888888888888,753.513888888888
201905중순,24400,양파,1키로,상,488.625,725.666666666666,973.666666666666,592.5,636.166666666666
201905하순,24400,양파,1키로,상,498.5,488.625,729.25,553.4,600.318518518518
201906상순,24400,양파,1키로,상,464.5,498.5,725.666666666666,679.25,722.194444444444
201906중순,24400,양파,1키로,상,397.666666666666,464.5,488.625,741.888888888888,807.606481481481
201906하순,24400,양파,1키로,상,449.625,397.666666666666,498.5,658.777777777777,804.407407407407
201907상순,24400,양파,1키로,상,389.888888888888,449.625,464.5,697.375,853.75
201907중순,24400,양파,1키로,상,413.0,389.888888888888,397.666666666666,712.666666666666,858.444444444444
201907하순,24400,양파,1키로,상,426.666666666666,413.0,449.625,799.222222222222,917.148148148148
201908상순,24400,양파,1키로,상,538.375,426.666666666666,389.888888888888,910.875,1016.70833333333
201908중순,24400,양파,1키로,상,502.25,538.375,413.0,803.625,949.597222222222
201908하순,24400,양파,1키로,상,473.5,502.25,426.666666666666,809.9,942.829629629629
201909상순,24400,양파,1키로,상,495.625,473.5,538.375,789.875,960.425925925926
201909중순,24400,양파,1키로,상,538.857142857142,495.625,502.25,764.333333333333,963.466666666666
201909하순,24400,양파,1키로,상,494.0,538.857142857142,473.5,717.6,935.199999999999
201910상순,24400,양파,1키로,상,449.888888888888,494.0,495.625,807.888888888888,1016.27129629629
201910중순,24400,양파,1키로,상,510.0,449.888888888888,538.857142857142,708.0,947.703703703703
201910하순,24400,양파,1키로,상,522.6,510.0,494.0,713.777777777777,933.074074074074
201911상순,24400,양파,1키로,상,529.625,522.6,449.888888888888,724.111111111111,979.703703703703
201911중순,24400,양파,1키로,상,576.555555555555,529.625,510.0,719.625,975.958333333333
201911하순,24400,양파,1키로,상,641.444444444444,576.555555555555,522.6,677.222222222222,952.703703703703
201912상순,24400,양파,1키로,상,801.625,641.444444444444,529.625,648.75,935.5
201912중순,24400,양파,1키로,상,728.0,801.625,576.555555555555,695.666666666666,949.472222222222
201912하순,24400,양파,1키로,상,784.111111111111,728.0,641.444444444444,650.0,933.925925925926
202001상순,24400,양파,1키로,상,933.428571428571,784.111111111111,801.625,721.857142857142,1032.5238095238
202001중순,24400,양파,1키로,상,898.25,933.428571428571,728.0,582.625,940.097222222222
202001하순,24400,양파,1키로,상,929.75,898.25,784.111111111111,574.6,964.625925925925
202002상순,24400,양파,1키로,상,929.375,929.75,933.428571428571,610.4,1003.76296296296
202002중순,24400,양파,1키로,상,1014.77777777777,929.375,898.25,645.333333333333,1017.09722222222
202002하순,24400,양파,1키로,상,1489.875,1014.77777777777,929.75,593.428571428571,1031.65873015873
202003상순,24400,양파,1키로,상,1132.0,1489.875,929.375,668.375,995.898148148148
202003중순,24400,양파,1키로,상,1090.22222222222,1132.0,1014.77777777777,667.333333333333,892.310185185185
202003하순,24400,양파,1키로,상,1123.88888888888,1090.22222222222,1489.875,762.444444444444,949.403703703703
202004상순,24400,양파,1키로,상,1081.55555555555,1123.88888888888,1132.0,1005.77777777777,1064.28703703703
202004중순,24400,양파,1키로,상,986.125,1081.55555555555,1090.22222222222,973.666666666666,923.0
202004하순,24400,양파,1키로,상,909.888888888888,986.125,1123.88888888888,729.25,812.444444444444
202005상순,24400,양파,1키로,상,856.25,909.888888888888,1081.55555555555,725.666666666666,788.810185185185
202005중순,24400,양파,1키로,상,854.555555555555,856.25,986.125,488.625,636.166666666666
202005하순,24400,양파,1키로,상,709.0,854.555555555555,909.888888888888,498.5,600.318518518518
202006상순,24400,양파,1키로,상,613.333333333333,709.0,856.25,464.5,722.194444444444
202006중순,24400,양파,1키로,상,698.666666666666,613.333333333333,854.555555555555,397.666666666666,807.606481481481
202006하순,24400,양파,1키로,상,774.0,698.666666666666,709.0,449.625,804.407407407407
202007상순,24400,양파,1키로,상,664.333333333333,774.0,613.333333333333,389.888888888888,853.75
202007중순,24400,양파,1키로,상,796.875,664.333333333333,698.666666666666,413.0,858.444444444444
202007하순,24400,양파,1키로,상,899.8,796.875,774.0,426.666666666666,917.148148148147
202008상순,24400,양파,1키로,상,977.857142857142,899.8,664.333333333333,538.375,1016.70833333333
202008중순,24400,양파,1키로,상,1002.11111111111,977.857142857142,796.875,502.25,949.597222222222
202008하순,24400,양파,1키로,상,1009.33333333333,1002.11111111111,899.8,473.5,942.829629629629
202009상순,24400,양파,1키로,상,1102.44444444444,1009.33333333333,977.857142857142,495.625,960.425925925926
202009중순,24400,양파,1키로,상,1043.875,1102.44444444444,1002.11111111111,538.857142857142,963.466666666666
202009하순,24400,양파,1키로,상,1063.44444444444,1043.875,1009.33333333333,494.0,935.199999999999
202010상순,24400,양파,1키로,상,1245.16666666666,1063.44444444444,1102.44444444444,449.888888888888,1016.27129629629
202010중순,24400,양파,1키로,상,1169.125,1245.16666666666,1043.875,510.0,947.703703703703
202010하순,24400,양파,1키로,상,1221.1,1169.125,1063.44444444444,522.6,933.074074074073
202011상순,24400,양파,1키로,상,1283.375,1221.1,1245.16666666666,529.625,979.703703703703
202011중순,24400,양파,1키로,상,1296.44444444444,1283.375,1169.125,576.555555555555,975.958333333333
202011하순,24400,양파,1키로,상,1333.5,1296.44444444444,1221.1,641.444444444444,952.703703703703
202012상순,24400,양파,1키로,상,1294.22222222222,1333.5,1283.375,801.625,986.458333333333
202012중순,24400,양파,1키로,상,1289.875,1294.22222222222,1296.44444444444,728.0,960.249999999999
202012하순,24400,양파,1키로,상,1419.7,1289.875,1333.5,784.111111111111,978.629629629629
202101상순,24400,양파,1키로,상,1571.16666666666,1419.7,1294.22222222222,933.428571428571,1103.04761904761
202101중순,24400,양파,1키로,상,1707.22222222222,1571.16666666666,1289.875,898.25,1045.30555555555
202101하순,24400,양파,1키로,상,1691.44444444444,1707.22222222222,1419.7,929.75,1083.00925925925
202102상순,24400,양파,1키로,상,1752.11111111111,1691.44444444444,1571.16666666666,929.375,1110.08796296296
202102중순,24400,양파,1키로,상,2001.42857142857,1752.11111111111,1707.22222222222,1014.77777777777,1139.68981481481
202102하순,24400,양파,1키로,상,2021.16666666666,2001.42857142857,1691.44444444444,1489.875,1254.67261904761
202103상순,24400,양파,1키로,상,1825.0,2021.16666666666,1752.11111111111,1132.0,1127.48148148148
202103중순,24400,양파,1키로,상,1973.22222222222,1825.0,2001.42857142857,1090.22222222222,1032.5324074074
202103하순,24400,양파,1키로,상,1555.55555555555,1973.22222222222,2021.16666666666,1123.88888888888,1092.47777777777
202104상순,24400,양파,1키로,상,1348.88888888888,1555.55555555555,1825.0,1081.55555555555,1150.69444444444
202104중순,24400,양파,1키로,상,944.75,1348.88888888888,1973.22222222222,986.125,998.449074074074
202104하순,24400,양파,1키로,상,715.333333333333,944.75,1555.55555555555,909.888888888888,837.37037037037
202105상순,24400,양파,1키로,상,660.75,715.333333333333,1348.88888888888,856.25,805.935185185185
202105중순,24400,양파,1키로,상,522.888888888888,660.75,944.75,854.555555555555,669.388888888888
202105하순,24400,양파,1키로,상,548.888888888888,522.888888888888,715.333333333333,709.0,622.725925925925
202106상순,24400,양파,1키로,상,575.888888888888,548.888888888888,660.75,613.333333333333,656.231481481481
202106중순,24400,양파,1키로,상,694.625,575.888888888888,522.888888888888,698.666666666666,708.310185185185
202106하순,24400,양파,1키로,상,687.666666666666,694.625,548.888888888888,774.0,703.074074074074
202107상순,24400,양파,1키로,상,676.666666666666,687.666666666666,575.888888888888,664.333333333333,692.402777777777
202107중순,24400,양파,1키로,상,683.375,676.666666666666,694.625,796.875,726.291666666666
202107하순,24400,양파,1키로,상,735.5,683.375,687.666666666666,899.8,827.748148148148
202108상순,24400,양파,1키로,상,911.857142857142,735.5,676.666666666666,977.857142857142,919.952380952381
202108중순,24400,양파,1키로,상,873.888888888888,911.857142857142,683.375,1002.11111111111,870.467592592592
202108하순,24400,양파,1키로,상,874.0,873.888888888888,735.5,1009.33333333333,899.374074074074
202109상순,24400,양파,1키로,상,959.666666666666,874.0,911.857142857142,1102.44444444444,925.699074074074
202109중순,24400,양파,1키로,상,907.857142857142,959.666666666666,873.888888888888,1043.875,914.53611111111
202109하순,24400,양파,1키로,상,854.833333333333,907.857142857142,874.0,1063.44444444444,903.644444444444
202110상순,24400,양파,1키로,상,892.875,854.833333333333,959.666666666666,1245.16666666666,1010.06018518518
202110중순,24400,양파,1키로,상,900.333333333333,892.875,907.857142857142,1169.125,933.449074074074
202110하순,24400,양파,1키로,상,937.333333333333,900.333333333333,854.833333333333,1221.1,933.074074074074
202111상순,24400,양파,1키로,상,907.333333333333,937.333333333333,892.875,1283.375,979.703703703703
202111중순,24400,양파,1키로,상,908.666666666666,907.333333333333,900.333333333333,1296.44444444444,975.958333333333
202111하순,24400,양파,1키로,상,855.0,908.666666666666,937.333333333333,1333.5,952.703703703703
202112상순,24400,양파,1키로,상,816.333333333333,855.0,907.333333333333,1294.22222222222,986.458333333333
202112중순,24400,양파,1키로,상,734.875,816.333333333333,908.666666666666,1289.875,960.249999999999
202112하순,24400,양파,1키로,상,695.1,734.875,855.0,1419.7,978.629629629629
202201상순,24400,양파,1키로,상,658.0,695.1,816.333333333333,1571.16666666666,1103.04761904761
202201중순,24400,양파,1키로,상,541.333333333333,658.0,734.875,1707.22222222222,1045.30555555555
202201하순,24400,양파,1키로,상,524.0,541.333333333333,695.1,1691.44444444444,1083.00925925925
202202상순,24400,양파,1키로,상,528.166666666666,524.0,658.0,1752.11111111111,1110.08796296296
202202중순,24400,양파,1키로,상,438.75,528.166666666666,541.333333333333,2001.42857142857,1139.68981481481
202202하순,24400,양파,1키로,상,391.428571428571,438.75,524.0,2021.16666666666,1254.67261904761
202203상순,24400,양파,1키로,상,450.444444444444,391.428571428571,528.166666666666,1825.0,1127.48148148148
202203중순,24400,양파,1키로,상,416.125,450.444444444444,438.75,1973.22222222222,1032.5324074074
202203하순,24400,양파,1키로,상,392.9,416.125,391.428571428571,1555.55555555555,1147.29629629629
202204상순,24400,양파,1키로,상,492.0,392.9,450.444444444444,1348.88888888888,1145.4074074074
202204중순,24400,양파,1키로,상,624.555555555555,492.0,416.125,944.75,968.180555555555
202204하순,24400,양파,1키로,상,702.777777777777,624.555555555555,392.9,715.333333333333,815.379629629629
202205상순,24400,양파,1키로,상,551.25,702.777777777777,492.0,660.75,805.935185185185
202205중순,24400,양파,1키로,상,530.111111111111,551.25,624.555555555555,522.888888888888,656.648148148148
202205하순,24400,양파,1키로,상,721.444444444444,530.111111111111,702.777777777777,548.888888888888,603.762962962962
202206상순,24400,양파,1키로,상,1282.0,721.444444444444,551.25,575.888888888888,622.824074074074
202206중순,24400,양파,1키로,상,1304.0,1282.0,530.111111111111,694.625,711.726851851851
202206하순,24400,양파,1키로,상,1439.33333333333,1304.0,721.444444444444,687.666666666666,706.814814814814
202207상순,24400,양파,1키로,상,1450.125,1439.33333333333,1282.0,676.666666666666,679.458333333333
202207중순,24400,양파,1키로,상,1311.11111111111,1450.125,1304.0,683.375,730.972222222222
202207하순,24400,양파,1키로,상,1317.0,1311.11111111111,1439.33333333333,735.5,811.507407407407
202208상순,24400,양파,1키로,상,1449.44444444444,1317.0,1450.125,911.857142857142,933.529761904762
202208중순,24400,양파,1키로,상,1510.66666666666,1449.44444444444,1311.11111111111,873.888888888888,893.208333333333
202208하순,24400,양파,1키로,상,1262.88888888888,1510.66666666666,1317.0,874.0,897.744444444444
202209상순,24400,양파,1키로,상,1501.125,1262.88888888888,1449.44444444444,959.666666666666,950.662037037037
202209중순,24400,양파,1키로,상,1377.57142857142,1501.125,1510.66666666666,907.857142857142,905.355158730158
202209하순,24400,양파,1키로,상,1437.88888888888,1377.57142857142,1262.88888888888,854.833333333333,878.625925925925
202210상순,24400,양파,1키로,상,1513.375,1437.88888888888,1501.125,892.875,981.976851851851
202210중순,24400,양파,1키로,상,1528.88888888888,1513.375,1377.57142857142,900.333333333333,925.819444444444
202210하순,24400,양파,1키로,상,1508.55555555555,1528.88888888888,1437.88888888888,937.333333333333,929.0
202211상순,24400,양파,1키로,상,1485.44444444444,1508.55555555555,1513.375,907.333333333333,948.592592592592
202211중순,24400,양파,1키로,상,1440.75,1485.44444444444,1528.88888888888,908.666666666666,936.680555555555
202211하순,24400,양파,1키로,상,1436.44444444444,1440.75,1508.55555555555,855.0,908.592592592592
202212상순,24400,양파,1키로,상,1438.11111111111,1436.44444444444,1485.44444444444,816.333333333333,925.902777777777
202212중순,24400,양파,1키로,상,1399.25,1438.11111111111,1440.75,734.875,871.291666666666
202212하순,24400,양파,1키로,상,1423.9,1399.25,1436.44444444444,695.1,867.662962962963
201801상순,15205,감자 수미,20키로상자,상,44170.2857142857,43034.7777777777,37812.375,30047.5714285714,24660.0317460317
201801중순,15205,감자 수미,20키로상자,상,48283.7777777777,44170.2857142857,45214.0,29333.7777777777,23299.4444444444
201801하순,15205,감자 수미,20키로상자,상,50243.0,48283.7777777777,43034.7777777777,32614.8333333333,25218.0074074074
201802상순,15205,감자 수미,20키로상자,상,55380.6666666666,50243.0,44170.2857142857,32342.8888888888,28703.875
201802중순,15205,감자 수미,20키로상자,상,59133.0,55380.6666666666,48283.7777777777,30665.25,27419.8822751322
201802하순,15205,감자 수미,20키로상자,상,60486.7142857142,59133.0,50243.0,30603.4285714285,29378.6666666666
201803상순,15205,감자 수미,20키로상자,상,64069.7777777777,60486.7142857142,55380.6666666666,37917.1111111111,29317.5277777777
201803중순,15205,감자 수미,20키로상자,상,70821.5,64069.7777777777,59133.0,35058.375,30453.6944444444
201803하순,15205,감자 수미,20키로상자,상,92194.7,70821.5,60486.7142857142,36690.6,35062.6
201804상순,15205,감자 수미,20키로상자,상,115127.75,92194.7,64069.7777777777,37756.5,34148.787037037
201804중순,15205,감자 수미,20키로상자,상,109036.555555555,115127.75,70821.5,35393.5555555555,32486.3703703703
201804하순,15205,감자 수미,20키로상자,상,98434.25,109036.555555555,92194.7,37668.0,33455.949074074
