YYYYMMSOON,품목코드 ,품목명,품종코드 ,품종명,등급명,유통단계별 무게 ,유통단계별 단위 ,평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON
201909중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,83600.0,0.0,0.0,0.0,0.0
201909하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,83266.5,0.0,0.0,0.0,0.0
201910상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,83100.0,0.0,0.0,0.0,0.0
201910중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,83100.0,0.0,0.0,0.0,0.0
201910하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,84455.5,0.0,0.0,0.0,0.0
201911상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,85200.0,0.0,0.0,0.0,0.0
201911중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,85400.0,0.0,0.0,0.0,0.0
201911하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,85171.5,0.0,0.0,0.0,0.0
201912상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,85000.0,0.0,0.0,0.0,0.0
201912중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,85000.0,0.0,0.0,0.0,0.0
201912하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,84583.5,0.0,0.0,0.0,0.0
202001상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,84500.0,0.0,0.0,0.0,0.0
202001중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,83666.5,0.0,0.0,0.0,0.0
202001하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,77696.5,0.0,0.0,0.0,0.0
202002상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,77100.0,0.0,0.0,0.0,0.0
202002중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,77300.0,0.0,0.0,0.0,0.0
202002하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76875.0,0.0,0.0,0.0,0.0
202003상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76910.5,0.0,0.0,0.0,0.0
202003중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74812.5,0.0,0.0,0.0,0.0
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,0.0
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,0.0
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,0.0
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,0.0
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,0.0
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,0.0
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,0.0
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,0.0
202006중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81671.5,0.0,0.0,0.0,0.0
202006하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,85833.0,0.0,0.0,0.0,0.0
202007상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,88139.66666666667,0.0,0.0,0.0,0.0
202007중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,106408.0,0.0,0.0,0.0,0.0
202007하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,127622.5,0.0,0.0,0.0,0.0
202008상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,135600.0,0.0,0.0,0.0,0.0
202008중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,135614.5,0.0,0.0,0.0,0.0
202008하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136485.5,0.0,0.0,0.0,0.0
202009상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136800.0,0.0,0.0,0.0,0.0
202009중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136800.0,0.0,0.0,0.0,0.0
202009하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136685.5,0.0,0.0,0.0,0.0
202010상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136600.0,0.0,0.0,0.0,0.0
202010중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136600.0,0.0,0.0,0.0,0.0
202010하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136600.0,0.0,0.0,0.0,0.0
202011상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136600.0,0.0,0.0,0.0,0.0
202011중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136600.0,0.0,0.0,0.0,0.0
202011하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136600.0,0.0,0.0,0.0,0.0
202012상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136600.0,0.0,0.0,0.0,0.0
202012중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136600.0,0.0,0.0,0.0,0.0
202012하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136600.0,0.0,0.0,0.0,0.0
202101상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136600.0,0.0,0.0,0.0,0.0
202101중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136600.0,0.0,0.0,0.0,0.0
202101하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,136600.0,0.0,0.0,0.0,0.0
202102상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,140437.5,0.0,0.0,0.0,0.0
202102중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,143300.0,0.0,0.0,0.0,0.0
202102하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,143800.0,0.0,0.0,0.0,0.0
202103상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,143600.0,0.0,0.0,0.0,0.0
202103중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,145000.0,0.0,0.0,0.0,0.0
202103하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,145937.5,0.0,0.0,0.0,0.0
202104상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,146214.5,0.0,0.0,0.0,0.0
202104중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,147314.5,0.0,0.0,0.0,0.0
202104하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,155350.0,0.0,0.0,0.0,0.0
202105상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,153400.0,0.0,0.0,0.0,0.0
202105중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,151143.0,0.0,0.0,0.0,0.0
202105하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,149085.5,0.0,0.0,0.0,0.0
202106상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,148250.0,0.0,0.0,0.0,0.0
202106중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,146500.0,0.0,0.0,0.0,0.0
202106하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,145395.75,0.0,0.0,0.0,0.0
202107상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,145617.75,0.0,0.0,0.0,0.0
202107중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,162207.0,0.0,0.0,0.0,0.0
202107하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,162450.0,0.0,0.0,0.0,0.0
202108상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,162985.5,0.0,0.0,0.0,0.0
202108중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,161457.5,0.0,0.0,0.0,0.0
202108하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,161100.0,0.0,0.0,0.0,0.0
202109상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,158750.0,0.0,0.0,0.0,0.0
202109중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,158000.0,0.0,0.0,0.0,0.0
202109하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,158000.0,0.0,0.0,0.0,0.0
202110상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,158000.0,0.0,0.0,0.0,0.0
202110중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,158085.5,0.0,0.0,0.0,0.0
202110하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,158100.0,0.0,0.0,0.0,0.0
202111상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,159600.0,0.0,0.0,0.0,0.0
202111중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,167200.0,0.0,0.0,0.0,0.0
202111하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,169100.0,0.0,0.0,0.0,0.0
202112상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,169100.0,0.0,0.0,0.0,0.0
202112중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,169100.0,0.0,0.0,0.0,0.0
202112하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,168033.5,0.0,0.0,0.0,0.0
202201상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,166850.0,0.0,0.0,0.0,0.0
202201중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,165862.5,0.0,0.0,0.0,0.0
202201하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,163200.0,0.0,0.0,0.0,0.0
202202상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,163200.0,0.0,0.0,0.0,0.0
202202중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,163200.0,0.0,0.0,0.0,0.0
202202하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,163200.0,0.0,0.0,0.0,0.0
202203상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,163200.0,0.0,0.0,0.0,0.0
202203중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,163200.0,0.0,0.0,0.0,0.0
202203하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,168867.0,0.0,0.0,0.0,0.0
202204상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,173450.0,0.0,0.0,0.0,0.0
202204중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,173625.0,0.0,0.0,0.0,0.0
202204하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,174143.0,0.0,0.0,0.0,0.0
202205상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,174416.5,0.0,0.0,0.0,0.0
202205중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,174250.0,0.0,0.0,0.0,0.0
202205하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,174571.5,0.0,0.0,0.0,0.0
202206상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,175216.5,0.0,0.0,0.0,0.0
202206중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,175183.5,0.0,0.0,0.0,0.0
202206하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,175281.25,0.0,0.0,0.0,0.0
202207상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,177080.5,0.0,0.0,0.0,0.0
202207중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,176304.25,0.0,0.0,0.0,0.0
202207하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,177614.5,0.0,0.0,0.0,0.0
202208상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,176790.0,0.0,0.0,0.0,0.0
202208중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,175950.0,0.0,0.0,0.0,0.0
202208하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,173225.0,0.0,0.0,0.0,0.0
202209상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,169366.5,0.0,0.0,0.0,0.0
202209중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,169366.5,0.0,0.0,0.0,0.0
202209하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,169162.5,0.0,0.0,0.0,0.0
202210상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,168000.0,0.0,0.0,0.0,0.0
202210중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,167512.5,0.0,0.0,0.0,0.0
202210하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,167400.0,0.0,0.0,0.0,0.0
202211상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,167400.0,0.0,0.0,0.0,0.0
202211중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,167400.0,0.0,0.0,0.0,0.0
202211하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,167400.0,0.0,0.0,0.0,0.0
202212상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,167400.0,0.0,0.0,0.0,0.0
202212중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,167400.0,0.0,0.0,0.0,0.0
202212하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,167137.5,0.0,0.0,0.0,0.0
201801상순,214.0,상추,2.0,청,상품,g,100.0,940.0,0.0,693.0,657.0,1034.66666666666
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,0.0,682.0,643.0,921.666666666666
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,0.0,796.0,658.0,850.0
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,0.0,940.0,646.0,850.0
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,0.0,981.0,594.0,844.666666666666
201802하순,214.0,상추,2.0,청,상품,g,100.0,918.0,0.0,983.0,584.0,727.0
201803상순,214.0,상추,2.0,청,상품,g,100.0,670.0,0.0,1009.0,577.0,629.666666666666
201803중순,214.0,상추,2.0,청,상품,g,100.0,627.0,0.0,1022.0,594.0,606.333333333333
201803하순,214.0,상추,2.0,청,상품,g,100.0,623.0,0.0,918.0,579.0,580.666666666666
201804상순,214.0,상추,2.0,청,상품,g,100.0,689.0,0.0,670.0,571.0,593.0
201804중순,214.0,상추,2.0,청,상품,g,100.0,676.0,0.0,627.0,564.0,617.0
201804하순,214.0,상추,2.0,청,상품,g,100.0,711.0,0.0,623.0,574.0,607.333333333333
201805상순,214.0,상추,2.0,청,상품,g,100.0,707.0,0.0,689.0,578.0,611.333333333333
201805중순,214.0,상추,2.0,청,상품,g,100.0,672.0,0.0,676.0,581.0,640.0
201805하순,214.0,상추,2.0,청,상품,g,100.0,698.0,0.0,711.0,596.0,610.333333333333
201806상순,214.0,상추,2.0,청,상품,g,100.0,741.0,0.0,707.0,608.0,607.666666666666
201806중순,214.0,상추,2.0,청,상품,g,100.0,699.0,0.0,672.0,624.0,622.333333333333
201806하순,214.0,상추,2.0,청,상품,g,100.0,664.0,0.0,698.0,609.0,631.333333333333
201807상순,214.0,상추,2.0,청,상품,g,100.0,700.0,0.0,741.0,660.0,673.666666666666
201807중순,214.0,상추,2.0,청,상품,g,100.0,1046.0,0.0,699.0,1180.0,956.333333333333
201807하순,214.0,상추,2.0,청,상품,g,100.0,977.0,0.0,664.0,1633.0,1141.66666666666
201808상순,214.0,상추,2.0,청,상품,g,100.0,969.0,0.0,700.0,1694.0,1162.66666666666
201808중순,214.0,상추,2.0,청,상품,g,100.0,1223.0,0.0,1046.0,1668.0,1157.66666666666
201808하순,214.0,상추,2.0,청,상품,g,100.0,1556.0,0.0,977.0,1638.0,1162.33333333333
201809상순,214.0,상추,2.0,청,상품,g,100.0,1908.0,0.0,969.0,1561.0,1239.33333333333
201809중순,214.0,상추,2.0,청,상품,g,100.0,2071.0,0.0,1223.0,1288.0,1181.33333333333
201809하순,214.0,상추,2.0,청,상품,g,100.0,1634.0,0.0,1556.0,942.0,958.333333333333
201810상순,214.0,상추,2.0,청,상품,g,100.0,1410.0,0.0,1908.0,798.0,842.0
201810중순,214.0,상추,2.0,청,상품,g,100.0,1037.0,0.0,2071.0,729.0,810.666666666666
201810하순,214.0,상추,2.0,청,상품,g,100.0,935.0,0.0,1634.0,697.0,814.333333333333
201811상순,214.0,상추,2.0,청,상품,g,100.0,831.0,0.0,1410.0,704.0,761.0
201811중순,214.0,상추,2.0,청,상품,g,100.0,759.0,0.0,1037.0,686.0,778.0
201811하순,214.0,상추,2.0,청,상품,g,100.0,744.0,0.0,935.0,698.0,777.666666666666
201812상순,214.0,상추,2.0,청,상품,g,100.0,721.0,0.0,831.0,693.0,724.333333333333
201812중순,214.0,상추,2.0,청,상품,g,100.0,711.0,0.0,759.0,682.0,748.666666666666
201812하순,214.0,상추,2.0,청,상품,g,100.0,730.0,0.0,744.0,796.0,905.666666666666
201901상순,214.0,상추,2.0,청,상품,g,100.0,760.0,0.0,721.0,940.0,974.333333333333
201901중순,214.0,상추,2.0,청,상품,g,100.0,772.0,0.0,711.0,981.0,904.666666666666
201901하순,214.0,상추,2.0,청,상품,g,100.0,761.0,0.0,730.0,983.0,853.666666666666
201902상순,214.0,상추,2.0,청,상품,g,100.0,767.0,0.0,760.0,1009.0,871.0
201902중순,214.0,상추,2.0,청,상품,g,100.0,736.0,0.0,772.0,1022.0,857.666666666666
201902하순,214.0,상추,2.0,청,상품,g,100.0,709.0,0.0,761.0,918.0,752.0
201903상순,214.0,상추,2.0,청,상품,g,100.0,710.0,0.0,767.0,670.0,638.666666666666
201903중순,214.0,상추,2.0,청,상품,g,100.0,716.0,0.0,736.0,627.0,614.333333333333
201903하순,214.0,상추,2.0,청,상품,g,100.0,715.0,0.0,709.0,623.0,595.333333333333
201904상순,214.0,상추,2.0,청,상품,g,100.0,723.0,0.0,710.0,689.0,612.666666666666
201904중순,214.0,상추,2.0,청,상품,g,100.0,739.0,0.0,716.0,676.0,617.0
201904하순,214.0,상추,2.0,청,상품,g,100.0,715.0,0.0,715.0,711.0,614.0
201905상순,214.0,상추,2.0,청,상품,g,100.0,767.0,0.0,723.0,707.0,629.333333333333
201905중순,214.0,상추,2.0,청,상품,g,100.0,861.0,0.0,739.0,672.0,661.333333333333
201905하순,214.0,상추,2.0,청,상품,g,100.0,803.0,0.0,715.0,698.0,638.333333333333
201906상순,214.0,상추,2.0,청,상품,g,100.0,766.0,0.0,767.0,741.0,628.666666666666
201906중순,214.0,상추,2.0,청,상품,g,100.0,708.0,0.0,861.0,699.0,644.0
201906하순,214.0,상추,2.0,청,상품,g,100.0,726.0,0.0,803.0,664.0,643.333333333333
201907상순,214.0,상추,2.0,청,상품,g,100.0,800.0,0.0,766.0,700.0,684.333333333333
201907중순,214.0,상추,2.0,청,상품,g,100.0,929.0,0.0,708.0,1046.0,985.666666666666
201907하순,214.0,상추,2.0,청,상품,g,100.0,950.0,0.0,726.0,977.0,997.0
201908상순,214.0,상추,2.0,청,상품,g,100.0,1549.0,0.0,800.0,969.0,1035.66666666666
201908중순,214.0,상추,2.0,청,상품,g,100.0,1675.0,0.0,929.0,1223.0,1156.66666666666
201908하순,214.0,상추,2.0,청,상품,g,100.0,1339.0,0.0,950.0,1556.0,1296.0
201909상순,214.0,상추,2.0,청,상품,g,100.0,1225.0,0.0,1549.0,1908.0,1417.0
201909중순,214.0,상추,2.0,청,상품,g,100.0,1339.0,0.0,1675.0,2071.0,1305.0
201909하순,214.0,상추,2.0,청,상품,g,100.0,1518.0,0.0,1339.0,1634.0,1004.66666666666
201910상순,214.0,상추,2.0,청,상품,g,100.0,1469.0,0.0,1225.0,1410.0,902.666666666666
201910중순,214.0,상추,2.0,청,상품,g,100.0,1689.0,0.0,1339.0,1037.0,837.666666666666
201910하순,214.0,상추,2.0,청,상품,g,100.0,1530.0,0.0,1518.0,935.0,797.0
201911상순,214.0,상추,2.0,청,상품,g,100.0,1219.0,0.0,1469.0,831.0,746.0
201911중순,214.0,상추,2.0,청,상품,g,100.0,1047.0,0.0,1689.0,759.0,765.0
201911하순,214.0,상추,2.0,청,상품,g,100.0,965.0,0.0,1530.0,744.0,768.666666666666
201912상순,214.0,상추,2.0,청,상품,g,100.0,974.0,0.0,1219.0,721.0,713.0
201912중순,214.0,상추,2.0,청,상품,g,100.0,947.0,0.0,1047.0,711.0,751.333333333333
201912하순,214.0,상추,2.0,청,상품,g,100.0,970.0,0.0,965.0,730.0,909.333333333333
202001상순,214.0,상추,2.0,청,상품,g,100.0,1127.0,0.0,974.0,760.0,983.0
202001중순,214.0,상추,2.0,청,상품,g,100.0,1316.0,0.0,947.0,772.0,935.666666666666
202001하순,214.0,상추,2.0,청,상품,g,100.0,1377.0,0.0,970.0,761.0,888.0
202002상순,214.0,상추,2.0,청,상품,g,100.0,1143.0,0.0,1127.0,767.0,911.333333333333
202002중순,214.0,상추,2.0,청,상품,g,100.0,932.0,0.0,1316.0,736.0,876.666666666666
202002하순,214.0,상추,2.0,청,상품,g,100.0,851.0,0.0,1377.0,709.0,764.0
202003상순,214.0,상추,2.0,청,상품,g,100.0,811.0,0.0,1143.0,710.0,679.666666666666
202003중순,214.0,상추,2.0,청,상품,g,100.0,796.0,0.0,932.0,716.0,653.0
202003하순,214.0,상추,2.0,청,상품,g,100.0,786.0,0.0,851.0,715.0,638.0
202004상순,214.0,상추,2.0,청,상품,g,100.0,713.0,0.0,811.0,723.0,644.333333333333
202004중순,214.0,상추,2.0,청,상품,g,100.0,695.0,0.0,796.0,739.0,639.0
202004하순,214.0,상추,2.0,청,상품,g,100.0,693.0,0.0,786.0,715.0,648.666666666666
202005상순,214.0,상추,2.0,청,상품,g,100.0,689.0,0.0,713.0,767.0,663.666666666666
202005중순,214.0,상추,2.0,청,상품,g,100.0,691.0,0.0,695.0,861.0,665.666666666666
202005하순,214.0,상추,2.0,청,상품,g,100.0,726.0,0.0,693.0,803.0,644.333333333333
202006상순,214.0,상추,2.0,청,상품,g,100.0,754.0,0.0,689.0,766.0,650.333333333333
202006중순,214.0,상추,2.0,청,상품,g,100.0,799.0,0.0,691.0,708.0,646.666666666666
202006하순,214.0,상추,2.0,청,상품,g,100.0,1078.0,0.0,726.0,726.0,643.333333333333
202007상순,214.0,상추,2.0,청,상품,g,100.0,1209.0,0.0,754.0,800.0,716.666666666666
202007중순,214.0,상추,2.0,청,상품,g,100.0,1348.0,0.0,799.0,929.0,1051.66666666666
202007하순,214.0,상추,2.0,청,상품,g,100.0,1360.0,0.0,1078.0,950.0,1036.33333333333
202008상순,214.0,상추,2.0,청,상품,g,100.0,1632.0,0.0,1209.0,1549.0,1229.0
202008중순,214.0,상추,2.0,청,상품,g,100.0,2203.0,0.0,1348.0,1675.0,1342.0
202008하순,214.0,상추,2.0,청,상품,g,100.0,2164.0,0.0,1360.0,1339.0,1319.66666666666
202009상순,214.0,상추,2.0,청,상품,g,100.0,1533.0,0.0,1632.0,1225.0,1359.66666666666
202009중순,214.0,상추,2.0,청,상품,g,100.0,1584.0,0.0,2203.0,1339.0,1318.33333333333
202009하순,214.0,상추,2.0,청,상품,g,100.0,1530.0,0.0,2164.0,1518.0,1197.33333333333
202010상순,214.0,상추,2.0,청,상품,g,100.0,1264.0,0.0,1533.0,1469.0,1106.66666666666
202010중순,214.0,상추,2.0,청,상품,g,100.0,965.0,0.0,1584.0,1689.0,1091.33333333333
202010하순,214.0,상추,2.0,청,상품,g,100.0,834.0,0.0,1530.0,1530.0,978.0
202011상순,214.0,상추,2.0,청,상품,g,100.0,760.0,0.0,1264.0,1219.0,850.0
202011중순,214.0,상추,2.0,청,상품,g,100.0,723.0,0.0,965.0,1047.0,864.0
202011하순,214.0,상추,2.0,청,상품,g,100.0,690.0,0.0,834.0,965.0,807.333333333333
202012상순,214.0,상추,2.0,청,상품,g,100.0,705.0,0.0,760.0,974.0,806.666666666666
202012중순,214.0,상추,2.0,청,상품,g,100.0,835.0,0.0,723.0,947.0,780.0
202012하순,214.0,상추,2.0,청,상품,g,100.0,920.0,0.0,690.0,970.0,832.0
202101상순,214.0,상추,2.0,청,상품,g,100.0,1094.0,0.0,705.0,1127.0,942.333333333333
202101중순,214.0,상추,2.0,청,상품,g,100.0,1221.0,0.0,835.0,1316.0,935.666666666666
202101하순,214.0,상추,2.0,청,상품,g,100.0,1214.0,0.0,920.0,1377.0,888.0
202102상순,214.0,상추,2.0,청,상품,g,100.0,1191.0,0.0,1094.0,1143.0,911.333333333333
202102중순,214.0,상추,2.0,청,상품,g,100.0,1139.0,0.0,1221.0,932.0,864.333333333333
202102하순,214.0,상추,2.0,청,상품,g,100.0,1048.0,0.0,1214.0,851.0,767.333333333333
202103상순,214.0,상추,2.0,청,상품,g,100.0,885.0,0.0,1191.0,811.0,679.666666666666
202103중순,214.0,상추,2.0,청,상품,g,100.0,887.0,0.0,1139.0,796.0,685.333333333333
202103하순,214.0,상추,2.0,청,상품,g,100.0,896.0,0.0,1048.0,786.0,682.0
202104상순,214.0,상추,2.0,청,상품,g,100.0,869.0,0.0,885.0,713.0,691.666666666666
202104중순,214.0,상추,2.0,청,상품,g,100.0,880.0,0.0,887.0,695.0,668.333333333333
202104하순,214.0,상추,2.0,청,상품,g,100.0,888.0,0.0,896.0,693.0,664.0
202105상순,214.0,상추,2.0,청,상품,g,100.0,861.0,0.0,869.0,689.0,671.333333333333
202105중순,214.0,상추,2.0,청,상품,g,100.0,865.0,0.0,880.0,691.0,682.0
202105하순,214.0,상추,2.0,청,상품,g,100.0,892.0,0.0,888.0,726.0,687.666666666666
202106상순,214.0,상추,2.0,청,상품,g,100.0,1010.0,0.0,861.0,754.0,701.0
202106중순,214.0,상추,2.0,청,상품,g,100.0,1026.0,0.0,865.0,799.0,677.0
202106하순,214.0,상추,2.0,청,상품,g,100.0,1056.0,0.0,892.0,1078.0,682.333333333333
202107상순,214.0,상추,2.0,청,상품,g,100.0,1092.0,0.0,1010.0,1209.0,763.333333333333
202107중순,214.0,상추,2.0,청,상품,g,100.0,1214.0,0.0,1026.0,1348.0,1191.33333333333
202107하순,214.0,상추,2.0,청,상품,g,100.0,1573.0,0.0,1056.0,1360.0,1173.0
